golden_team_id,src_a_id,src_b_id,src_c_id
GT0001261,SRA0001137,SRB0000977,SRC0000649
GT0001262,SRA0001138,SRB0000978,SRC0000650
GT0001263,SRA0001139,,SRC0000651
GT0001264,,,
GT0001265,SRA0001140,,
GT0001266,SRA0001141,SRB0000979,SRC0000652
GT0001267,SRA0001142,SRB0000980,SRC0000653
GT0001268,SRA0001143,SRB0000981,SRC0000654
GT0001269,SRA0001144,SRB0000982,
GT0001270,SRA0001145,SRB0000983,
GT0001271,SRA0001146,SRB0000984,
GT0001272,SRA0001147,SRB0000985,SRC0000655
GT0001273,SRA0001148,SRB0000986,
GT0001274,SRA0001149,,SRC0000656
GT0001275,SRA0001150,SRB0000987,
GT0001276,SRA0001151,,
GT0001277,SRA0001152,SRB0000988,
GT0001278,,,
GT0001279,SRA0001153,SRB0000989,SRC0000657
GT0001280,SRA0001154,SRB0000990,
GT0001281,SRA0001155,SRB0000991,SRC0000658
GT0001282,,SRB0000992,
GT0001283,SRA0001156,SRB0000993,SRC0000659
GT0001284,SRA0001157,SRB0000994,
GT0001285,SRA0001158,,SRC0000660
GT0001286,,SRB0000995,SRC0000661
GT0001287,SRA0001159,SRB0000996,
GT0001288,SRA0001160,SRB0000997,
GT0001289,SRA0001161,SRB0000998,
GT0001290,,SRB0000999,
GT0001291,SRA0001162,SRB0001000,SRC0000662
GT0001292,SRA0001163,,
GT0001293,SRA0001164,SRB0001001,
GT0001294,SRA0001165,,SRC0000663
GT0001295,,SRB0001002,SRC0000664
GT0001296,SRA0001166,,
GT0001297,SRA0001167,,SRC0000665
GT0001298,SRA0001168,,SRC0000666
GT0001299,SRA0001169,SRB0001003,SRC0000667
GT0001300,SRA0001170,SRB0001004,SRC0000668
GT0001301,,SRB0001005,SRC0000669
GT0001302,SRA0001171,SRB0001006,SRC0000670
GT0001303,SRA0001172,SRB0001007,
GT0001304,SRA0001173,SRB0001008,SRC0000671
GT0001305,SRA0001174,,SRC0000672
GT0001306,SRA0001175,SRB0001009,SRC0000673
GT0001307,,SRB0001010,
GT0001308,,SRB0001011,SRC0000674
GT0001309,SRA0001176,SRB0001012,
GT0001310,SRA0001177,SRB0001013,SRC0000675
GT0001311,SRA0001178,SRB0001014,
GT0001312,SRA0001179,SRB0001015,
GT0001313,SRA0001180,,
GT0001314,SRA0001181,SRB0001016,
GT0001315,SRA0001182,SRB0001017,
GT0001316,SRA0001183,SRB0001018,SRC0000676
GT0001317,SRA0001184,,
GT0001318,SRA0001185,SRB0001019,SRC0000677
GT0001319,SRA0001186,SRB0001020,SRC0000678
GT0001320,SRA0001187,SRB0001021,SRC0000679
GT0001321,SRA0001188,SRB0001022,
GT0001322,SRA0001189,SRB0001023,
GT0001323,SRA0001190,SRB0001024,
GT0001324,SRA0001191,,
GT0001325,SRA0001192,,
GT0001326,SRA0001193,SRB0001025,
GT0001327,SRA0001194,,SRC0000680
GT0001328,SRA0001195,,SRC0000681
GT0001329,,,SRC0000682
GT0001330,SRA0001196,SRB0001026,
GT0001331,SRA0001197,SRB0001027,
GT0001332,SRA0001198,SRB0001028,
GT0001333,SRA0001199,,SRC0000683
GT0001334,SRA0001200,SRB0001029,SRC0000684
GT0001335,SRA0001201,SRB0001030,SRC0000685
GT0001336,SRA0001202,SRB0001031,
GT0001337,SRA0001203,SRB0001032,SRC0000686
GT0001338,SRA0001204,SRB0001033,
GT0001339,SRA0001205,SRB0001034,
GT0001340,SRA0001206,,SRC0000687
GT0001341,SRA0001207,,
GT0001342,SRA0001208,SRB0001035,SRC0000688
GT0001343,SRA0001209,,
GT0001344,SRA0001210,SRB0001036,
GT0001345,,SRB0001037,SRC0000689
GT0001346,,SRB0001038,SRC0000690
GT0001347,SRA0001211,SRB0001039,SRC0000691
GT0001348,,,SRC0000692
GT0001349,SRA0001212,SRB0001040,SRC0000693
GT0001350,,SRB0001041,
GT0001351,SRA0001213,SRB0001042,SRC0000694
GT0001352,SRA0001214,SRB0001043,
GT0001353,SRA0001215,SRB0001044,
GT0001354,SRA0001216,SRB0001045,SRC0000695
GT0001355,SRA0001217,SRB0001046,SRC0000696
GT0001356,SRA0001218,,SRC0000697
GT0001357,SRA0001219,SRB0001047,SRC0000698
GT0001358,SRA0001220,SRB0001048,SRC0000699
GT0001359,SRA0001221,SRB0001049,SRC0000700
GT0001360,SRA0001222,SRB0001050,
GT0001361,SRA0001223,SRB0001051,
GT0001362,SRA0001224,SRB0001052,
GT0001363,,,SRC0000701
GT0001364,,SRB0001053,
GT0001365,,SRB0001054,SRC0000702
GT0001366,,SRB0001055,
GT0001367,,SRB0001056,SRC0000703
GT0001368,SRA0001225,SRB0001057,SRC0000704
GT0001369,SRA0001226,SRB0001058,SRC0000705
GT0001370,SRA0001227,SRB0001059,SRC0000706
GT0001371,SRA0001228,SRB0001060,
GT0001372,SRA0001229,SRB0001061,SRC0000707
GT0001373,SRA0001230,SRB0001062,SRC0000708
GT0001374,SRA0001231,SRB0001063,
GT0001375,SRA0001232,SRB0001064,SRC0000709
GT0001376,SRA0001233,SRB0001065,SRC0000710
GT0001377,SRA0001234,SRB0001066,
GT0001378,SRA0001235,SRB0001067,SRC0000711
GT0001379,,SRB0001068,
GT0001380,SRA0001236,SRB0001069,
GT0001381,SRA0001237,SRB0001070,SRC0000712
GT0001382,SRA0001238,SRB0001071,SRC0000713
GT0001383,,,
GT0001384,SRA0001239,,SRC0000714
GT0001385,SRA0001240,SRB0001072,
GT0001386,SRA0001241,,SRC0000715
GT0001387,SRA0001242,,
GT0001388,,SRB0001073,
GT0001389,SRA0001243,SRB0001074,
GT0001390,SRA0001244,,SRC0000716
GT0001391,SRA0001245,,
GT0001392,SRA0001246,SRB0001075,
GT0001393,SRA0001247,SRB0001076,SRC0000717
GT0001394,SRA0001248,SRB0001077,SRC0000718
GT0001395,SRA0001249,SRB0001078,
GT0001396,SRA0001250,,
GT0001397,SRA0001251,SRB0001079,
GT0001398,SRA0001252,SRB0001080,SRC0000719
GT0001399,SRA0001253,SRB0001081,
GT0001400,SRA0001254,SRB0001082,
GT0001401,SRA0001255,SRB0001083,SRC0000720
GT0001402,SRA0001256,SRB0001084,SRC0000721
GT0001403,SRA0001257,SRB0001085,SRC0000722
GT0001404,SRA0001258,,SRC0000723
GT0001405,SRA0001259,SRB0001086,
GT0001406,SRA0001260,SRB0001087,SRC0000724
GT0001407,SRA0001261,SRB0001088,
GT0001408,SRA0001262,SRB0001089,SRC0000725
GT0001409,,,SRC0000726
GT0001410,SRA0001263,SRB0001090,
GT0001411,SRA0001264,SRB0001091,SRC0000727
GT0001412,SRA0001265,SRB0001092,
GT0001413,SRA0001266,,SRC0000728
GT0001414,,,SRC0000729
GT0001415,SRA0001267,SRB0001093,
GT0001416,SRA0001268,SRB0001094,
GT0001417,SRA0001269,SRB0001095,
GT0001418,SRA0001270,SRB0001096,SRC0000730
GT0001419,SRA0001271,,
GT0001420,SRA0001272,SRB0001097,
GT0001421,SRA0001273,SRB0001098,
GT0001422,SRA0001274,SRB0001099,
GT0001423,SRA0001275,,SRC0000731
GT0001424,SRA0001276,,
GT0001425,SRA0001277,SRB0001100,
GT0001426,SRA0001278,SRB0001101,SRC0000732
GT0001427,SRA0001279,,
GT0001428,SRA0001280,SRB0001102,SRC0000733
GT0001429,SRA0001281,SRB0001103,SRC0000734
GT0001430,SRA0001282,SRB0001104,
GT0001431,SRA0001283,SRB0001105,
GT0001432,,SRB0001106,
GT0001433,SRA0001284,,SRC0000735
GT0001434,SRA0001285,SRB0001107,SRC0000736
GT0001435,,SRB0001108,
GT0001436,SRA0001286,SRB0001109,SRC0000737
GT0001437,SRA0001287,SRB0001110,
GT0001438,SRA0001288,SRB0001111,
GT0001439,SRA0001289,SRB0001112,
GT0001440,SRA0001290,SRB0001113,SRC0000738
GT0001441,SRA0001291,SRB0001114,
GT0001442,SRA0001292,SRB0001115,
GT0001443,SRA0001293,SRB0001116,
GT0001444,SRA0001294,SRB0001117,SRC0000739
GT0001445,SRA0001295,SRB0001118,
GT0001446,SRA0001296,SRB0001119,
GT0001447,SRA0001297,SRB0001120,
GT0001448,SRA0001298,SRB0001121,SRC0000740
GT0001449,,,
GT0001450,SRA0001299,SRB0001122,
GT0001451,SRA0001300,,
GT0001452,SRA0001301,,
GT0001453,SRA0001302,,SRC0000741
GT0001454,SRA0001303,SRB0001123,
GT0001455,SRA0001304,SRB0001124,
GT0001456,SRA0001305,SRB0001125,SRC0000742
GT0001457,SRA0001306,SRB0001126,
GT0001458,,SRB0001127,
GT0001459,SRA0001307,SRB0001128,SRC0000743
GT0001460,SRA0001308,SRB0001129,
GT0001461,SRA0001309,SRB0001130,SRC0000744
GT0001462,SRA0001310,,SRC0000745
GT0001463,SRA0001311,SRB0001131,
GT0001464,SRA0001312,SRB0001132,
GT0001465,SRA0001313,,
GT0001466,SRA0001314,SRB0001133,
GT0001467,SRA0001315,SRB0001134,
GT0001468,SRA0001316,SRB0001135,
GT0001469,SRA0001317,SRB0001136,SRC0000746
GT0001470,SRA0001318,SRB0001137,
GT0001471,SRA0001319,SRB0001138,SRC0000747
GT0001472,SRA0001320,SRB0001139,SRC0000748
GT0001473,SRA0001321,SRB0001140,SRC0000749
GT0001474,SRA0001322,,SRC0000750
GT0001475,SRA0001323,SRB0001141,
GT0001476,SRA0001324,SRB0001142,SRC0000751
GT0001477,SRA0001325,SRB0001143,SRC0000752
GT0001478,SRA0001326,,SRC0000753
GT0001479,SRA0001327,SRB0001144,SRC0000754
GT0001480,SRA0001328,,
GT0001481,SRA0001329,SRB0001145,
GT0001482,SRA0001330,,SRC0000755
GT0001483,SRA0001331,SRB0001146,
GT0001484,SRA0001332,SRB0001147,SRC0000756
GT0001485,SRA0001333,,
GT0001486,SRA0001334,SRB0001148,
GT0001487,SRA0001335,SRB0001149,
GT0001488,SRA0001336,SRB0001150,SRC0000757
GT0001489,SRA0001337,SRB0001151,
GT0001490,SRA0001338,SRB0001152,
GT0001491,SRA0001339,,SRC0000758
GT0001492,SRA0001340,,SRC0000759
GT0001493,SRA0001341,SRB0001153,SRC0000760
GT0001494,SRA0001342,SRB0001154,SRC0000761
GT0001495,SRA0001343,SRB0001155,SRC0000762
GT0001496,SRA0001344,,
GT0001497,SRA0001345,SRB0001156,SRC0000763
GT0001498,SRA0001346,SRB0001157,
GT0001499,SRA0001347,SRB0001158,SRC0000764
GT0001500,SRA0001348,SRB0001159,SRC0000765
GT0001501,SRA0001349,SRB0001160,SRC0000766
GT0001502,SRA0001350,SRB0001161,
GT0001503,SRA0001351,SRB0001162,SRC0000767
GT0001504,SRA0001352,SRB0001163,
GT0001505,SRA0001353,SRB0001164,SRC0000768
GT0001506,SRA0001354,,SRC0000769
GT0001507,SRA0001355,SRB0001165,SRC0000770
GT0001508,SRA0001356,SRB0001166,
GT0001509,SRA0001357,SRB0001167,
GT0001510,SRA0001358,SRB0001168,SRC0000771
GT0001511,SRA0001359,SRB0001169,SRC0000772
GT0001512,SRA0001360,SRB0001170,SRC0000773
GT0001513,SRA0001361,SRB0001171,
GT0001514,SRA0001362,,SRC0000774
GT0001515,SRA0001363,SRB0001172,
GT0001516,SRA0001364,SRB0001173,
GT0001517,SRA0001365,,
GT0001518,SRA0001366,SRB0001174,
GT0001519,SRA0001367,,
GT0001520,,SRB0001175,SRC0000775
GT0001521,,SRB0001176,SRC0000776
GT0001522,SRA0001368,SRB0001177,SRC0000777
GT0001523,,SRB0001178,SRC0000778
GT0001524,SRA0001369,SRB0001179,
GT0001525,SRA0001370,SRB0001180,
GT0001526,SRA0001371,SRB0001181,
GT0001527,SRA0001372,SRB0001182,SRC0000779
GT0001528,SRA0001373,SRB0001183,
GT0001529,SRA0001374,SRB0001184,
GT0001530,SRA0001375,SRB0001185,
GT0001531,SRA0001376,SRB0001186,SRC0000780
GT0001532,SRA0001377,SRB0001187,
GT0001533,SRA0001378,SRB0001188,SRC0000781
GT0001534,SRA0001379,SRB0001189,SRC0000782
GT0001535,SRA0001380,SRB0001190,SRC0000783
GT0001536,SRA0001381,SRB0001191,
GT0001537,,SRB0001192,SRC0000784
GT0001538,SRA0001382,SRB0001193,
GT0001539,SRA0001383,,
GT0001540,SRA0001384,,
GT0001541,SRA0001385,SRB0001194,
GT0001542,SRA0001386,SRB0001195,
GT0001543,SRA0001387,SRB0001196,
GT0001544,SRA0001388,,SRC0000785
GT0001545,SRA0001389,SRB0001197,SRC0000786
GT0001546,SRA0001390,SRB0001198,SRC0000787
GT0001547,SRA0001391,,
GT0001548,SRA0001392,,
GT0001549,SRA0001393,,SRC0000788
GT0001550,SRA0001394,SRB0001199,
GT0001551,SRA0001395,,SRC0000789
GT0001552,SRA0001396,,SRC0000790
GT0001553,SRA0001397,SRB0001200,SRC0000791
GT0001554,SRA0001398,SRB0001201,SRC0000792
GT0001555,SRA0001399,SRB0001202,
GT0001556,SRA0001400,SRB0001203,
GT0001557,SRA0001401,,
GT0001558,SRA0001402,SRB0001204,
GT0001559,SRA0001403,SRB0001205,SRC0000793
GT0001560,SRA0001404,SRB0001206,SRC0000794
GT0001561,,SRB0001207,
GT0001562,SRA0001405,SRB0001208,SRC0000795
GT0001563,SRA0001406,SRB0001209,
GT0001564,SRA0001407,SRB0001210,SRC0000796
GT0001565,SRA0001408,SRB0001211,SRC0000797
GT0001566,SRA0001409,SRB0001212,
GT0001567,SRA0001410,SRB0001213,SRC0000798
GT0001568,SRA0001411,,SRC0000799
GT0001569,SRA0001412,,
GT0001570,SRA0001413,SRB0001214,
GT0001571,SRA0001414,SRB0001215,
GT0001572,SRA0001415,SRB0001216,
GT0001573,SRA0001416,SRB0001217,SRC0000800
GT0001574,SRA0001417,SRB0001218,
GT0001575,,SRB0001219,
GT0001576,SRA0001418,SRB0001220,SRC0000801
GT0001577,SRA0001419,,SRC0000802
GT0001578,SRA0001420,SRB0001221,SRC0000803
GT0001579,SRA0001421,SRB0001222,SRC0000804
GT0001580,SRA0001422,SRB0001223,
GT0001581,SRA0001423,SRB0001224,SRC0000805
GT0001582,SRA0001424,,
GT0001583,SRA0001425,SRB0001225,
GT0001584,SRA0001426,SRB0001226,
GT0001585,SRA0001427,SRB0001227,
GT0001586,SRA0001428,SRB0001228,
GT0001587,SRA0001429,SRB0001229,SRC0000806
GT0001588,,SRB0001230,SRC0000807
GT0001589,,SRB0001231,
GT0001590,SRA0001430,SRB0001232,SRC0000808
GT0001591,SRA0001431,SRB0001233,
GT0001592,SRA0001432,SRB0001234,
GT0001593,SRA0001433,SRB0001235,
GT0001594,SRA0001434,SRB0001236,SRC0000809
GT0001595,,SRB0001237,
GT0001596,SRA0001435,,SRC0000810
GT0001597,,,SRC0000811
GT0001598,SRA0001436,SRB0001238,SRC0000812
GT0001599,SRA0001437,SRB0001239,SRC0000813
GT0001600,SRA0001438,SRB0001240,
GT0001601,SRA0001439,,SRC0000814
GT0001602,SRA0001440,SRB0001241,SRC0000815
GT0001603,SRA0001441,SRB0001242,SRC0000816
GT0001604,SRA0001442,,SRC0000817
GT0001605,SRA0001443,SRB0001243,
GT0001606,SRA0001444,SRB0001244,SRC0000818
GT0001607,SRA0001445,,SRC0000819
GT0001608,SRA0001446,,
GT0001609,SRA0001447,,SRC0000820
GT0001610,SRA0001448,SRB0001245,SRC0000821
GT0001611,SRA0001449,SRB0001246,SRC0000822
GT0001612,SRA0001450,SRB0001247,SRC0000823
GT0001613,SRA0001451,SRB0001248,SRC0000824
GT0001614,SRA0001452,,
GT0001615,SRA0001453,SRB0001249,SRC0000825
GT0001616,SRA0001454,SRB0001250,
GT0001617,SRA0001455,,SRC0000826
GT0001618,SRA0001456,SRB0001251,SRC0000827
GT0001619,SRA0001457,,
GT0001620,SRA0001458,SRB0001252,SRC0000828
GT0001621,SRA0001459,SRB0001253,SRC0000829
GT0001622,SRA0001460,SRB0001254,SRC0000830
GT0001623,SRA0001461,,SRC0000831
GT0001624,SRA0001462,SRB0001255,SRC0000832
GT0001625,SRA0001463,SRB0001256,
GT0001626,SRA0001464,SRB0001257,
GT0001627,SRA0001465,SRB0001258,SRC0000833
GT0001628,SRA0001466,,SRC0000834
GT0001629,SRA0001467,,SRC0000835
GT0001630,,SRB0001259,SRC0000836
GT0001631,SRA0001468,SRB0001260,SRC0000837
GT0001632,SRA0001469,SRB0001261,
GT0001633,SRA0001470,SRB0001262,SRC0000838
GT0001634,SRA0001471,,SRC0000839
GT0001635,,SRB0001263,SRC0000840
GT0001636,SRA0001472,SRB0001264,
GT0001637,SRA0001473,,
GT0001638,SRA0001474,,
GT0001639,SRA0001475,SRB0001265,
GT0001640,SRA0001476,SRB0001266,
GT0001641,SRA0001477,SRB0001267,SRC0000841
GT0001642,SRA0001478,SRB0001268,SRC0000842
GT0001643,SRA0001479,SRB0001269,
GT0001644,,SRB0001270,SRC0000843
GT0001645,SRA0001480,SRB0001271,
GT0001646,SRA0001481,SRB0001272,SRC0000844
GT0001647,SRA0001482,SRB0001273,SRC0000845
GT0001648,SRA0001483,SRB0001274,SRC0000846
GT0001649,SRA0001484,SRB0001275,
GT0001650,,SRB0001276,
GT0001651,SRA0001485,,
GT0001652,SRA0001486,SRB0001277,
GT0001653,SRA0001487,SRB0001278,SRC0000847
GT0001654,SRA0001488,,SRC0000848
GT0001655,SRA0001489,,
GT0001656,SRA0001490,SRB0001279,
GT0001657,SRA0001491,,SRC0000849
GT0001658,SRA0001492,SRB0001280,SRC0000850
GT0001659,SRA0001493,,SRC0000851
GT0001660,,SRB0001281,
GT0001661,SRA0001494,,SRC0000852
GT0001662,SRA0001495,SRB0001282,SRC0000853
GT0001663,SRA0001496,SRB0001283,SRC0000854
GT0001664,SRA0001497,SRB0001284,SRC0000855
GT0001665,SRA0001498,SRB0001285,
GT0001666,SRA0001499,SRB0001286,
GT0001667,SRA0001500,SRB0001287,SRC0000856
GT0001668,SRA0001501,SRB0001288,
GT0001669,SRA0001502,SRB0001289,SRC0000857
GT0001670,SRA0001503,SRB0001290,SRC0000858
GT0001671,SRA0001504,,SRC0000859
GT0001672,SRA0001505,SRB0001291,
GT0001673,SRA0001506,,SRC0000860
GT0001674,SRA0001507,SRB0001292,
GT0001675,,SRB0001293,
GT0001676,SRA0001508,SRB0001294,
GT0001677,SRA0001509,SRB0001295,SRC0000861
GT0001678,SRA0001510,SRB0001296,SRC0000862
GT0001679,SRA0001511,SRB0001297,SRC0000863
GT0001680,SRA0001512,,
GT0001681,SRA0001513,,SRC0000864
GT0001682,SRA0001514,SRB0001298,
GT0001683,SRA0001515,SRB0001299,
GT0001684,SRA0001516,SRB0001300,
GT0001685,SRA0001517,SRB0001301,
GT0001686,SRA0001518,,SRC0000865
GT0001687,SRA0001519,,SRC0000866
GT0001688,,SRB0001302,SRC0000867
GT0001689,SRA0001520,SRB0001303,
GT0001690,SRA0001521,SRB0001304,SRC0000868
GT0001691,SRA0001522,,SRC0000869
GT0001692,,SRB0001305,
GT0001693,SRA0001523,,SRC0000870
GT0001694,SRA0001524,SRB0001306,SRC0000871
GT0001695,SRA0001525,SRB0001307,
GT0001696,SRA0001526,SRB0001308,
GT0001697,SRA0001527,SRB0001309,
GT0001698,SRA0001528,SRB0001310,SRC0000872
GT0001699,SRA0001529,SRB0001311,SRC0000873
GT0001700,SRA0001530,SRB0001312,
GT0001701,SRA0001531,SRB0001313,SRC0000874
GT0001702,SRA0001532,SRB0001314,SRC0000875
GT0001703,,SRB0001315,
GT0001704,SRA0001533,SRB0001316,
GT0001705,SRA0001534,SRB0001317,SRC0000876
GT0001706,SRA0001535,SRB0001318,SRC0000877
GT0001707,SRA0001536,SRB0001319,SRC0000878
GT0001708,SRA0001537,,
GT0001709,SRA0001538,SRB0001320,
GT0001710,SRA0001539,SRB0001321,
GT0001711,SRA0001540,SRB0001322,
GT0001712,SRA0001541,SRB0001323,SRC0000879
GT0001713,SRA0001542,SRB0001324,
GT0001714,SRA0001543,SRB0001325,SRC0000880
GT0001715,SRA0001544,SRB0001326,
GT0001716,SRA0001545,SRB0001327,
GT0001717,SRA0001546,,SRC0000881
GT0001718,SRA0001547,SRB0001328,SRC0000882
GT0001719,SRA0001548,SRB0001329,SRC0000883
GT0001720,SRA0001549,SRB0001330,
GT0001721,SRA0001550,SRB0001331,
GT0001722,SRA0001551,SRB0001332,SRC0000884
GT0001723,SRA0001552,,
GT0001724,,SRB0001333,SRC0000885
GT0001725,,SRB0001334,SRC0000886
GT0001726,SRA0001553,,
GT0001727,SRA0001554,SRB0001335,SRC0000887
GT0001728,,SRB0001336,
GT0001729,SRA0001555,SRB0001337,SRC0000888
GT0001730,SRA0001556,,SRC0000889
GT0001731,SRA0001557,SRB0001338,SRC0000890
GT0001732,SRA0001558,,
GT0001733,SRA0001559,SRB0001339,SRC0000891
GT0001734,SRA0001560,SRB0001340,
GT0001735,SRA0001561,SRB0001341,SRC0000892
GT0001736,SRA0001562,SRB0001342,
GT0001737,SRA0001563,SRB0001343,SRC0000893
GT0001738,SRA0001564,SRB0001344,
GT0001739,,SRB0001345,
GT0001740,,SRB0001346,
GT0001741,SRA0001565,,SRC0000894
GT0001742,,SRB0001347,
GT0001743,,,
GT0001744,SRA0001566,SRB0001348,SRC0000895
GT0001745,SRA0001567,SRB0001349,SRC0000896
GT0001746,SRA0001568,,SRC0000897
GT0001747,SRA0001569,SRB0001350,SRC0000898
GT0001748,SRA0001570,SRB0001351,
GT0001749,,SRB0001352,
GT0001750,,SRB0001353,SRC0000899
GT0001751,SRA0001571,,
GT0001752,SRA0001572,SRB0001354,SRC0000900
GT0001753,SRA0001573,SRB0001355,SRC0000901
GT0001754,SRA0001574,SRB0001356,SRC0000902
GT0001755,SRA0001575,SRB0001357,SRC0000903
GT0001756,SRA0001576,,
GT0001757,SRA0001577,SRB0001358,
GT0001758,SRA0001578,,SRC0000904
GT0001759,SRA0001579,SRB0001359,
GT0001760,SRA0001580,,SRC0000905
GT0001761,SRA0001581,SRB0001360,
GT0001762,SRA0001582,SRB0001361,
GT0001763,SRA0001583,SRB0001362,SRC0000906
GT0001764,SRA0001584,SRB0001363,
GT0001765,SRA0001585,SRB0001364,
GT0001766,SRA0001586,SRB0001365,
GT0001767,SRA0001587,,SRC0000907
GT0001768,SRA0001588,,SRC0000908
GT0001769,SRA0001589,SRB0001366,
GT0001770,SRA0001590,SRB0001367,SRC0000909
GT0001771,SRA0001591,SRB0001368,SRC0000910
GT0001772,SRA0001592,SRB0001369,
GT0001773,SRA0001593,,
GT0001774,SRA0001594,SRB0001370,SRC0000911
GT0001775,SRA0001595,SRB0001371,SRC0000912
GT0001776,SRA0001596,SRB0001372,
GT0001777,SRA0001597,SRB0001373,
GT0001778,SRA0001598,SRB0001374,
GT0001779,SRA0001599,SRB0001375,
GT0001780,SRA0001600,SRB0001376,
GT0001781,SRA0001601,,
GT0001782,,SRB0001377,SRC0000913
GT0001783,SRA0001602,,
GT0001784,SRA0001603,,
GT0001785,SRA0001604,SRB0001378,
GT0001786,SRA0001605,SRB0001379,SRC0000914
GT0001787,SRA0001606,SRB0001380,
GT0001788,SRA0001607,SRB0001381,
GT0001789,SRA0001608,,SRC0000915
GT0001790,SRA0001609,SRB0001382,SRC0000916
GT0001791,SRA0001610,SRB0001383,
GT0001792,,SRB0001384,SRC0000917
GT0001793,SRA0001611,SRB0001385,
GT0001794,SRA0001612,SRB0001386,SRC0000918
GT0001795,SRA0001613,SRB0001387,
GT0001796,SRA0001614,SRB0001388,
GT0001797,SRA0001615,SRB0001389,
GT0001798,SRA0001616,SRB0001390,SRC0000919
GT0001799,SRA0001617,SRB0001391,
GT0001800,SRA0001618,SRB0001392,
GT0001801,,SRB0001393,
GT0001802,SRA0001619,SRB0001394,
GT0001803,SRA0001620,,SRC0000920
GT0001804,SRA0001621,SRB0001395,SRC0000921
GT0001805,SRA0001622,SRB0001396,
GT0001806,SRA0001623,,
GT0001807,,SRB0001397,
GT0001808,SRA0001624,SRB0001398,
GT0001809,SRA0001625,SRB0001399,
GT0001810,SRA0001626,SRB0001400,SRC0000922
GT0001811,,SRB0001401,
GT0001812,SRA0001627,,
GT0001813,SRA0001628,,SRC0000923
GT0001814,SRA0001629,SRB0001402,
GT0001815,SRA0001630,SRB0001403,
GT0001816,SRA0001631,SRB0001404,SRC0000924
GT0001817,SRA0001632,SRB0001405,
GT0001818,SRA0001633,SRB0001406,SRC0000925
GT0001819,SRA0001634,SRB0001407,
GT0001820,SRA0001635,SRB0001408,
GT0001821,SRA0001636,SRB0001409,SRC0000926
GT0001822,SRA0001637,SRB0001410,SRC0000927
GT0001823,SRA0001638,SRB0001411,SRC0000928
GT0001824,SRA0001639,SRB0001412,SRC0000929
GT0001825,,SRB0001413,
GT0001826,SRA0001640,SRB0001414,
GT0001827,SRA0001641,SRB0001415,SRC0000930
GT0001828,SRA0001642,,
GT0001829,SRA0001643,,
GT0001830,SRA0001644,SRB0001416,
GT0001831,SRA0001645,SRB0001417,SRC0000931
GT0001832,,SRB0001418,SRC0000932
GT0001833,SRA0001646,,
GT0001834,SRA0001647,SRB0001419,SRC0000933
GT0001835,,SRB0001420,
GT0001836,SRA0001648,SRB0001421,SRC0000934
GT0001837,,SRB0001422,
GT0001838,SRA0001649,SRB0001423,
GT0001839,SRA0001650,,SRC0000935
GT0001840,SRA0001651,,SRC0000936
GT0001841,SRA0001652,SRB0001424,SRC0000937
GT0001842,SRA0001653,,
GT0001843,SRA0001654,SRB0001425,
GT0001844,SRA0001655,SRB0001426,
GT0001845,SRA0001656,,SRC0000938
GT0001846,SRA0001657,SRB0001427,SRC0000939
GT0001847,SRA0001658,SRB0001428,
GT0001848,SRA0001659,SRB0001429,
GT0001849,,SRB0001430,
GT0001850,SRA0001660,SRB0001431,SRC0000940
GT0001851,SRA0001661,SRB0001432,
GT0001852,SRA0001662,,SRC0000941
GT0001853,SRA0001663,,SRC0000942
GT0001854,SRA0001664,SRB0001433,
GT0001855,,SRB0001434,SRC0000943
GT0001856,SRA0001665,SRB0001435,
GT0001857,SRA0001666,SRB0001436,SRC0000944
GT0001858,SRA0001667,,SRC0000945
GT0001859,SRA0001668,SRB0001437,
GT0001860,SRA0001669,,
GT0001861,,SRB0001438,SRC0000946
GT0001862,SRA0001670,SRB0001439,
GT0001863,SRA0001671,SRB0001440,SRC0000947
GT0001864,SRA0001672,SRB0001441,
GT0001865,SRA0001673,SRB0001442,
GT0001866,SRA0001674,SRB0001443,SRC0000948
GT0001867,,SRB0001444,
GT0001868,SRA0001675,SRB0001445,
GT0001869,SRA0001676,SRB0001446,
GT0001870,SRA0001677,SRB0001447,
GT0001871,SRA0001678,SRB0001448,
GT0001872,SRA0001679,SRB0001449,
GT0001873,SRA0001680,SRB0001450,
GT0001874,SRA0001681,SRB0001451,SRC0000949
GT0001875,SRA0001682,SRB0001452,SRC0000950
GT0001876,SRA0001683,,SRC0000951
GT0001877,SRA0001684,,
GT0001878,SRA0001685,SRB0001453,
GT0001879,SRA0001686,,SRC0000952
GT0001880,SRA0001687,SRB0001454,SRC0000953
GT0001881,SRA0001688,SRB0001455,SRC0000954
GT0001882,SRA0001689,SRB0001456,
GT0001883,SRA0001690,,
GT0001884,SRA0001691,SRB0001457,SRC0000955
GT0001885,SRA0001692,SRB0001458,
GT0001886,SRA0001693,SRB0001459,
GT0001887,SRA0001694,,
GT0001888,SRA0001695,SRB0001460,SRC0000956
GT0001889,SRA0001696,SRB0001461,
GT0001890,SRA0001697,SRB0001462,
GT0001891,SRA0001698,SRB0001463,
GT0001892,SRA0001699,SRB0001464,
GT0001893,SRA0001700,SRB0001465,
GT0001894,SRA0001701,,SRC0000957
GT0001895,SRA0001702,,
GT0001896,SRA0001703,SRB0001466,SRC0000958
GT0001897,SRA0001704,SRB0001467,SRC0000959
GT0001898,SRA0001705,SRB0001468,
