transaction_id,notice_id,capital_call_id,fund_id,feeder_id,investor_id,commitment_id,transaction_type,entity_level,posting_date,effective_date,account_debit,account_credit,amount_usd,currency,description,reference,created_by,approved_by,gl_status,ta_unit_adjustment
TXN-0002532,CCN-00507,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0052,COMM-0313,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,68559439.8,USD,Receive wire from Colorado State Teachers' Retirement Syst re CC1 due 2022-09-25,WIRE-000507,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002533,CCN-00507,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0052,COMM-0313,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,68559439.8,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000507,Fund Admin — State Street,Controller,Posted,No
TXN-0002534,CCN-00507,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0052,COMM-0313,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,68559439.8,USD,Receive feeder remittance CC1 from FUND-ARA-IV-DOM,WIRE-000507,Fund Admin — State Street,Controller,Posted,No
TXN-0002535,CCN-00507,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0052,COMM-0313,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,68559439.8,USD,Deploy capital into portfolio company — CC1,WIRE-000507,Fund Admin — State Street,Controller,Posted,No
TXN-0002536,CCN-00508,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0170,COMM-0321,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,3188431.8,USD,Book capital call receivable from Columbia University Endowment re CC1,WIRE-000508,Fund Admin — State Street,Controller,Posted,No
TXN-0002537,CCN-00508,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0170,COMM-0321,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,3188431.8,USD,Receive wire from Columbia University Endowment re CC1 due 2022-09-25,WIRE-000508,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002538,CCN-00508,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0170,COMM-0321,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,3188431.8,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000508,Fund Admin — State Street,Controller,Posted,No
TXN-0002539,CCN-00508,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0170,COMM-0321,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,3188431.8,USD,Receive feeder remittance CC1 from FUND-ARA-IV-DOM,WIRE-000508,Fund Admin — State Street,Controller,Posted,No
TXN-0002540,CCN-00508,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0170,COMM-0321,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,3188431.8,USD,Deploy capital into portfolio company — CC1,WIRE-000508,Fund Admin — State Street,Controller,Posted,No
TXN-0002541,CCN-00509,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0005,COMM-0325,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,34269003.29,USD,Book capital call receivable from Johnson Investments Ltd re CC1,WIRE-000509,Fund Admin — State Street,Controller,Posted,No
TXN-0002542,CCN-00509,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0005,COMM-0325,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,34269003.29,USD,Receive wire from Johnson Investments Ltd re CC1 due 2022-09-25,WIRE-000509,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002543,CCN-00509,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0005,COMM-0325,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,32950964.7,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000509,Fund Admin — State Street,Controller,Posted,No
TXN-0002544,CCN-00509,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0005,COMM-0325,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,32950964.7,USD,Receive feeder remittance CC1 from FUND-ARA-IV-OFF,WIRE-000509,Fund Admin — State Street,Controller,Posted,No
TXN-0002545,CCN-00509,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0005,COMM-0325,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,32950964.7,USD,Deploy capital into portfolio company — CC1,WIRE-000509,Fund Admin — State Street,Controller,Posted,No
TXN-0002546,CCN-00510,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0048,COMM-0333,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,65846538.6,USD,Book capital call receivable from Saudi Arabia Investment Authority re CC1,WIRE-000510,Fund Admin — State Street,Controller,Posted,No
TXN-0002547,CCN-00510,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0048,COMM-0333,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,65846538.6,USD,Receive wire from Saudi Arabia Investment Authority re CC1 due 2022-09-25,WIRE-000510,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002548,CCN-00510,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0048,COMM-0333,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,65846538.6,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000510,Fund Admin — State Street,Controller,Posted,No
TXN-0002549,CCN-00510,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0048,COMM-0333,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,65846538.6,USD,Receive feeder remittance CC1 from FUND-ARA-IV-OFF,WIRE-000510,Fund Admin — State Street,Controller,Posted,No
TXN-0002550,CCN-00510,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0048,COMM-0333,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,65846538.6,USD,Deploy capital into portfolio company — CC1,WIRE-000510,Fund Admin — State Street,Controller,Posted,No
TXN-0002551,CCN-00511,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0183,COMM-0338,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,76913454.9,USD,Book capital call receivable from Ohio State Teachers' Retirement System re CC1,WIRE-000511,Fund Admin — State Street,Controller,Posted,No
TXN-0002552,CCN-00511,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0183,COMM-0338,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,76913454.9,USD,Receive wire from Ohio State Teachers' Retirement System re CC1 due 2022-09-25,WIRE-000511,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002553,CCN-00511,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0183,COMM-0338,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,76913454.9,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000511,Fund Admin — State Street,Controller,Posted,No
TXN-0002554,CCN-00511,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0183,COMM-0338,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,76913454.9,USD,Receive feeder remittance CC1 from FUND-ARA-IV-DOM,WIRE-000511,Fund Admin — State Street,Controller,Posted,No
TXN-0002555,CCN-00511,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0183,COMM-0338,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,76913454.9,USD,Deploy capital into portfolio company — CC1,WIRE-000511,Fund Admin — State Street,Controller,Posted,No
TXN-0002556,CCN-00512,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0185,COMM-0343,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,57842908.66,USD,Book capital call receivable from JPMorgan Assurance plc re CC1,WIRE-000512,Fund Admin — State Street,Controller,Posted,No
TXN-0002557,CCN-00512,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0185,COMM-0343,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,57842908.66,USD,Receive wire from JPMorgan Assurance plc re CC1 due 2022-09-25,WIRE-000512,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002558,CCN-00512,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0185,COMM-0343,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,55618181.4,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000512,Fund Admin — State Street,Controller,Posted,No
TXN-0002559,CCN-00512,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0185,COMM-0343,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,55618181.4,USD,Receive feeder remittance CC1 from FUND-ARA-IV-OFF,WIRE-000512,Fund Admin — State Street,Controller,Posted,No
TXN-0002560,CCN-00512,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0185,COMM-0343,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,55618181.4,USD,Deploy capital into portfolio company — CC1,WIRE-000512,Fund Admin — State Street,Controller,Posted,No
TXN-0002561,CCN-00513,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0083,COMM-0366,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,77057166.89,USD,Book capital call receivable from Government Pension Fund — Temasek re CC1,WIRE-000513,Fund Admin — State Street,Controller,Posted,No
TXN-0002562,CCN-00513,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0083,COMM-0366,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,77057166.89,USD,Receive wire from Government Pension Fund — Temasek re CC1 due 2022-09-25,WIRE-000513,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002563,CCN-00513,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0083,COMM-0366,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,74093429.7,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000513,Fund Admin — State Street,Controller,Posted,No
TXN-0002564,CCN-00513,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0083,COMM-0366,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,74093429.7,USD,Receive feeder remittance CC1 from FUND-ARA-IV-OFF,WIRE-000513,Fund Admin — State Street,Controller,Posted,No
TXN-0002565,CCN-00513,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0083,COMM-0366,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,74093429.7,USD,Deploy capital into portfolio company — CC1,WIRE-000513,Fund Admin — State Street,Controller,Posted,No
TXN-0002566,CCN-00514,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0012,COMM-0375,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,53140643.09,USD,Book capital call receivable from Princeton University Endowment re CC1,WIRE-000514,Fund Admin — State Street,Controller,Posted,No
TXN-0002567,CCN-00514,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0012,COMM-0375,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,53140643.09,USD,Receive wire from Princeton University Endowment re CC1 due 2022-09-25,WIRE-000514,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002568,CCN-00514,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0012,COMM-0375,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,51096772.2,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000514,Fund Admin — State Street,Controller,Posted,No
TXN-0002569,CCN-00514,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0012,COMM-0375,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,51096772.2,USD,Receive feeder remittance CC1 from FUND-ARA-IV-DOM,WIRE-000514,Fund Admin — State Street,Controller,Posted,No
TXN-0002570,CCN-00514,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0012,COMM-0375,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,51096772.2,USD,Deploy capital into portfolio company — CC1,WIRE-000514,Fund Admin — State Street,Controller,Posted,No
TXN-0002571,CCN-00515,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0137,COMM-0396,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,63330256.7,USD,Book capital call receivable from AIG Investments re CC1,WIRE-000515,Fund Admin — State Street,Controller,Posted,No
TXN-0002572,CCN-00515,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0137,COMM-0396,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,63330256.7,USD,Receive wire from AIG Investments re CC1 due 2022-09-25,WIRE-000515,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002573,CCN-00515,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0137,COMM-0396,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,60894477.6,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000515,Fund Admin — State Street,Controller,Posted,No
TXN-0002574,CCN-00515,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0137,COMM-0396,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,60894477.6,USD,Receive feeder remittance CC1 from FUND-ARA-IV-OFF,WIRE-000515,Fund Admin — State Street,Controller,Posted,No
TXN-0002575,CCN-00515,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0137,COMM-0396,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,60894477.6,USD,Deploy capital into portfolio company — CC1,WIRE-000515,Fund Admin — State Street,Controller,Posted,No
TXN-0002576,CCN-00516,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0184,COMM-0422,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,53071337.4,USD,Book capital call receivable from Houston Teachers' Pension Fund re CC1,WIRE-000516,Fund Admin — State Street,Controller,Posted,No
TXN-0002577,CCN-00516,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0184,COMM-0422,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,53071337.4,USD,Receive wire from Houston Teachers' Pension Fund re CC1 due 2022-09-25,WIRE-000516,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002578,CCN-00516,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0184,COMM-0422,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,53071337.4,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000516,Fund Admin — State Street,Controller,Posted,No
TXN-0002579,CCN-00516,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0184,COMM-0422,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,53071337.4,USD,Receive feeder remittance CC1 from FUND-ARA-IV-DOM,WIRE-000516,Fund Admin — State Street,Controller,Posted,No
TXN-0002580,CCN-00516,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0184,COMM-0422,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,53071337.4,USD,Deploy capital into portfolio company — CC1,WIRE-000516,Fund Admin — State Street,Controller,Posted,No
TXN-0002581,CCN-00517,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0181,COMM-0435,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,52853787.3,USD,Book capital call receivable from MIT University Endowment re CC1,WIRE-000517,Fund Admin — State Street,Controller,Posted,No
TXN-0002582,CCN-00517,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0181,COMM-0435,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,52853787.3,USD,Receive wire from MIT University Endowment re CC1 due 2022-09-25,WIRE-000517,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002583,CCN-00517,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0181,COMM-0435,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,52853787.3,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000517,Fund Admin — State Street,Controller,Posted,No
TXN-0002584,CCN-00517,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0181,COMM-0435,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,52853787.3,USD,Receive feeder remittance CC1 from FUND-ARA-IV-DOM,WIRE-000517,Fund Admin — State Street,Controller,Posted,No
TXN-0002585,CCN-00517,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0181,COMM-0435,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,52853787.3,USD,Deploy capital into portfolio company — CC1,WIRE-000517,Fund Admin — State Street,Controller,Posted,No
TXN-0002586,CCN-00518,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0162,COMM-0478,CapitalCallReceivable,Feeder,2022-09-15,2022-09-15,Capital Call Receivable — LP,Capital Contributions Payable,9370743.1,USD,Book capital call receivable from Princeton College Investment Office re CC1,WIRE-000518,Fund Admin — State Street,Controller,Posted,No
TXN-0002587,CCN-00518,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0162,COMM-0478,CashReceipt,Feeder,2022-09-25,2022-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,9370743.1,USD,Receive wire from Princeton College Investment Office re CC1 due 2022-09-25,WIRE-000518,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002588,CCN-00518,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0162,COMM-0478,InvestmentInMainFund,Feeder,2022-09-26,2022-09-26,Investment in Main Fund,Cash and Cash Equivalents,9010329.9,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000518,Fund Admin — State Street,Controller,Posted,No
TXN-0002589,CCN-00518,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0162,COMM-0478,CapitalFromFeeder,Main Fund,2022-09-26,2022-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,9010329.9,USD,Receive feeder remittance CC1 from FUND-ARA-IV-DOM,WIRE-000518,Fund Admin — State Street,Controller,Posted,No
TXN-0002590,CCN-00518,FUND-ARA-IV-CC1,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0162,COMM-0478,PortfolioDeployment,Main Fund,2022-09-30,2022-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,9010329.9,USD,Deploy capital into portfolio company — CC1,WIRE-000518,Fund Admin — State Street,Controller,Posted,No
TXN-0002591,CCN-00519,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0024,COMM-0013,CapitalCallReceivable,Feeder,2023-03-15,2023-03-15,Capital Call Receivable — LP,Capital Contributions Payable,111761915.0,USD,Book capital call receivable from Koch Investments Ltd re CC2,WIRE-000519,Fund Admin — State Street,Controller,Posted,No
TXN-0002592,CCN-00519,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0024,COMM-0013,CashReceipt,Feeder,2023-03-25,2023-03-25,Cash and Cash Equivalents,Capital Call Receivable — LP,111761915.0,USD,Receive wire from Koch Investments Ltd re CC2 due 2023-03-25,WIRE-000519,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002593,CCN-00519,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0024,COMM-0013,InvestmentInMainFund,Feeder,2023-03-26,2023-03-26,Investment in Main Fund,Cash and Cash Equivalents,111761915.0,USD,Feeder remittance to Main Fund — CC2 proceeds,WIRE-000519,Fund Admin — State Street,Controller,Posted,No
TXN-0002594,CCN-00519,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0024,COMM-0013,CapitalFromFeeder,Main Fund,2023-03-26,2023-03-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,111761915.0,USD,Receive feeder remittance CC2 from FUND-ARA-IV-OFF,WIRE-000519,Fund Admin — State Street,Controller,Posted,No
TXN-0002595,CCN-00519,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-OFF,INV-0024,COMM-0013,PortfolioDeployment,Main Fund,2023-03-30,2023-03-30,Portfolio Investment — Cost,Cash and Cash Equivalents,111761915.0,USD,Deploy capital into portfolio company — CC2,WIRE-000519,Fund Admin — State Street,Controller,Posted,No
TXN-0002596,CCN-00520,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0043,COMM-0021,CapitalCallReceivable,Feeder,2023-03-15,2023-03-15,Capital Call Receivable — LP,Capital Contributions Payable,85232557.0,USD,Book capital call receivable from Colorado State Teachers' Retirement Syst re CC2,WIRE-000520,Fund Admin — State Street,Controller,Posted,No
TXN-0002597,CCN-00520,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0043,COMM-0021,CashReceipt,Feeder,2023-03-25,2023-03-25,Cash and Cash Equivalents,Capital Call Receivable — LP,85232557.0,USD,Receive wire from Colorado State Teachers' Retirement Syst re CC2 due 2023-03-25,WIRE-000520,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002598,CCN-00520,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0043,COMM-0021,InvestmentInMainFund,Feeder,2023-03-26,2023-03-26,Investment in Main Fund,Cash and Cash Equivalents,85232557.0,USD,Feeder remittance to Main Fund — CC2 proceeds,WIRE-000520,Fund Admin — State Street,Controller,Posted,No
TXN-0002599,CCN-00520,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0043,COMM-0021,CapitalFromFeeder,Main Fund,2023-03-26,2023-03-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,85232557.0,USD,Receive feeder remittance CC2 from FUND-ARA-IV-DOM,WIRE-000520,Fund Admin — State Street,Controller,Posted,No
TXN-0002600,CCN-00520,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0043,COMM-0021,PortfolioDeployment,Main Fund,2023-03-30,2023-03-30,Portfolio Investment — Cost,Cash and Cash Equivalents,85232557.0,USD,Deploy capital into portfolio company — CC2,WIRE-000520,Fund Admin — State Street,Controller,Posted,No
TXN-0002601,CCN-00521,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0079,COMM-0037,CapitalCallReceivable,Feeder,2023-03-15,2023-03-15,Capital Call Receivable — LP,Capital Contributions Payable,1457343.75,USD,Book capital call receivable from Griffin Endowed Foundation re CC2,WIRE-000521,Fund Admin — State Street,Controller,Posted,No
TXN-0002602,CCN-00521,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0079,COMM-0037,CashReceipt,Feeder,2023-03-25,2023-03-25,Cash and Cash Equivalents,Capital Call Receivable — LP,1457343.75,USD,Receive wire from Griffin Endowed Foundation re CC2 due 2023-03-25,WIRE-000521,Fund Admin — State Street,Controller,Posted,Yes
TXN-0002603,CCN-00521,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0079,COMM-0037,InvestmentInMainFund,Feeder,2023-03-26,2023-03-26,Investment in Main Fund,Cash and Cash Equivalents,1457343.75,USD,Feeder remittance to Main Fund — CC2 proceeds,WIRE-000521,Fund Admin — State Street,Controller,Posted,No
TXN-0002604,CCN-00521,FUND-ARA-IV-CC2,FUND-ARA-IV,FUND-ARA-IV-DOM,INV-0079,COMM-0037,CapitalFromFeeder,Main Fund,2023-03-26,2023-03-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,1457343.75,USD,Receive feeder remittance CC2 from FUND-ARA-IV-DOM,WIRE-000521,Fund Admin — State Street,Controller,Posted,No
