commitment_id,opportunity_id,investor_id,offering_id,fund_id,close_id,committed_amount_usd,commitment_date,subscription_date,currency,equalization_amount_usd,status,side_letter,erisa_bucketing
COMM-0301,,INV-0163,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,94911101.0,2021-06-30,2021-06-19,USD,0.0,Active,No,No
COMM-0302,,INV-0139,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,101415330.0,2024-06-30,2024-05-29,USD,0.0,Active,No,No
COMM-0303,,INV-0040,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,291456872.0,2021-12-27,2021-11-23,USD,3497482.0,Active,Yes,No
COMM-0304,,INV-0057,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,236978648.0,2021-12-27,2021-12-13,USD,2843744.0,Active,No,No
COMM-0305,,INV-0087,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,173574974.0,2023-12-27,2023-12-16,USD,2082900.0,Active,No,No
COMM-0306,,INV-0068,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,153037819.0,2023-12-27,2023-11-23,USD,1836454.0,Active,No,No
COMM-0307,,INV-0196,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,169992372.0,2021-12-27,2021-12-02,USD,2039908.0,Active,No,No
COMM-0308,,INV-0167,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,170544445.0,2024-06-30,2024-05-28,USD,0.0,Active,No,No
COMM-0309,,INV-0063,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,234147710.0,2023-12-27,2023-12-07,USD,2809773.0,Active,Yes,No
COMM-0310,,INV-0029,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC2,112753955.0,2021-12-27,2021-12-11,USD,1353047.0,Active,No,No
COMM-0311,,INV-0089,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,232055981.0,2024-06-30,2024-06-15,USD,0.0,Active,No,No
COMM-0312,,INV-0158,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,134936710.0,2023-06-30,2023-05-22,USD,0.0,Active,No,No
COMM-0313,,INV-0052,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,228531466.0,2022-06-30,2022-05-24,USD,0.0,Active,Yes,No
COMM-0314,,INV-0029,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC1,284937570.0,2021-06-30,2021-05-22,USD,0.0,Active,No,No
COMM-0315,,INV-0074,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,209669591.0,2021-12-27,2021-12-14,USD,2516035.0,Active,No,No
COMM-0316,,INV-0116,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC1,102903632.0,2023-06-30,2023-05-28,USD,0.0,Active,No,No
COMM-0317,,INV-0053,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,166896016.0,2022-12-27,2022-11-28,USD,2002752.0,Active,No,No
COMM-0318,,INV-0178,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,176986458.0,2021-12-27,2021-11-26,USD,2123837.0,Active,Yes,No
COMM-0319,,INV-0066,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,88783995.0,2021-06-30,2021-05-26,USD,0.0,Active,No,No
COMM-0320,,INV-0014,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,24646349.0,2023-06-30,2023-05-30,USD,0.0,Active,No,No
COMM-0321,,INV-0170,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,10628106.0,2022-06-30,2022-05-24,USD,0.0,Active,No,No
COMM-0322,,INV-0060,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC1,271642258.0,2021-06-30,2021-06-05,USD,0.0,Active,Yes,No
COMM-0323,,INV-0048,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC2,170402825.0,2023-12-27,2023-11-25,USD,2044834.0,Active,Yes,No
COMM-0324,,INV-0011,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC2,103403042.0,2023-12-27,2023-12-05,USD,1240837.0,Active,No,No
COMM-0325,,INV-0005,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC2,109836549.0,2022-12-27,2022-12-08,USD,1318039.0,Active,No,No
COMM-0326,,INV-0129,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,189608747.0,2020-06-30,2020-05-23,USD,0.0,Active,No,No
COMM-0327,,INV-0008,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC2,71546896.0,2022-12-27,2022-12-07,USD,858563.0,Active,No,No
COMM-0328,,INV-0169,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,220317451.0,2021-06-30,2021-06-04,USD,0.0,Active,No,No
COMM-0329,,INV-0107,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC1,130807174.0,2023-06-30,2023-06-11,USD,0.0,Active,No,No
COMM-0330,,INV-0115,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,65993396.0,2022-06-30,2022-06-16,USD,0.0,Active,No,No
COMM-0331,,INV-0036,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC1,131868968.0,2020-06-30,2020-05-22,USD,0.0,Active,No,No
COMM-0332,,INV-0168,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,98661382.0,2024-06-30,2024-06-03,USD,0.0,Active,Yes,No
COMM-0333,,INV-0048,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC1,219488462.0,2022-06-30,2022-05-27,USD,0.0,Active,No,No
COMM-0334,,INV-0106,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,135686324.0,2021-12-27,2021-11-18,USD,1628236.0,Active,No,No
COMM-0335,,INV-0039,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,43806035.0,2023-06-30,2023-06-20,USD,0.0,Active,No,No
COMM-0336,,INV-0156,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,180926404.0,2024-06-30,2024-06-13,USD,0.0,Active,Yes,No
COMM-0337,,INV-0092,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,44555555.0,2023-12-27,2023-11-20,USD,534667.0,Active,No,No
COMM-0338,,INV-0183,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,256378183.0,2022-06-30,2022-06-05,USD,0.0,Active,No,No
COMM-0339,,INV-0036,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC1,71750553.0,2021-06-30,2021-06-07,USD,0.0,Active,Yes,No
COMM-0340,,INV-0070,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,223998165.0,2021-06-30,2021-06-14,USD,0.0,Active,No,No
COMM-0341,,INV-0017,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC2,260803056.0,2021-12-27,2021-12-02,USD,3129637.0,Active,No,No
COMM-0342,,INV-0118,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC2,124435697.0,2023-12-27,2023-12-16,USD,1493228.0,Active,No,No
COMM-0343,,INV-0185,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC2,185393938.0,2022-12-27,2022-11-24,USD,2224727.0,Active,Yes,No
COMM-0344,,INV-0134,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,139785625.0,2023-12-27,2023-11-19,USD,1677428.0,Active,Yes,No
COMM-0345,,INV-0063,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,295230040.0,2022-12-27,2022-12-16,USD,3542760.0,Active,No,No
COMM-0346,,INV-0133,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,90897912.0,2021-06-30,2021-06-08,USD,0.0,Active,No,Yes
COMM-0347,,INV-0199,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC2,54113548.0,2020-12-27,2020-12-08,USD,649363.0,Active,Yes,No
COMM-0348,,INV-0177,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,141755791.0,2022-06-30,2022-05-31,USD,0.0,Active,No,No
COMM-0349,,INV-0024,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,58032561.0,2022-06-30,2022-06-02,USD,0.0,Active,No,No
COMM-0350,,INV-0101,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,138011327.0,2021-12-27,2021-12-12,USD,1656136.0,Active,No,No
COMM-0351,,INV-0152,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,31603000.0,2023-12-27,2023-12-07,USD,379236.0,Active,No,Yes
COMM-0352,,INV-0184,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,38678657.0,2023-06-30,2023-06-06,USD,0.0,Active,No,No
COMM-0353,,INV-0022,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC2,219427782.0,2022-12-27,2022-12-01,USD,2633133.0,Active,No,No
COMM-0354,,INV-0097,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC2,17952295.0,2022-12-27,2022-12-12,USD,215428.0,Active,No,No
COMM-0355,,INV-0145,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC1,261301469.0,2021-06-30,2021-06-15,USD,0.0,Active,Yes,No
COMM-0356,,INV-0108,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,220397715.0,2020-12-27,2020-11-17,USD,2644773.0,Active,No,No
COMM-0357,,INV-0074,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,270069864.0,2021-06-30,2021-05-21,USD,0.0,Active,No,No
COMM-0358,,INV-0001,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,8601291.0,2024-12-27,2024-12-02,USD,103215.0,Active,No,No
COMM-0359,,INV-0140,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,75174114.0,2021-12-27,2021-11-29,USD,902089.0,Active,No,No
COMM-0360,,INV-0117,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,28424451.0,2021-12-27,2021-11-28,USD,341093.0,Active,Yes,No
COMM-0361,,INV-0063,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,187830981.0,2022-12-27,2022-11-30,USD,2253972.0,Active,No,No
COMM-0362,,INV-0013,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,21243862.0,2021-06-30,2021-06-09,USD,0.0,Active,Yes,No
COMM-0363,,INV-0038,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC2,102677771.0,2021-12-27,2021-12-15,USD,1232133.0,Active,Yes,No
COMM-0364,,INV-0028,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC1,52593892.0,2021-06-30,2021-06-11,USD,0.0,Active,No,No
COMM-0365,,INV-0117,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,279786547.0,2024-12-27,2024-12-15,USD,3357439.0,Active,No,No
COMM-0366,,INV-0083,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC2,246978099.0,2022-12-27,2022-11-23,USD,2963737.0,Active,No,No
COMM-0367,,INV-0141,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,143890969.0,2023-12-27,2023-12-14,USD,1726692.0,Active,No,No
COMM-0368,,INV-0085,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,159770632.0,2022-12-27,2022-11-25,USD,1917248.0,Active,No,No
COMM-0369,,INV-0157,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,173553287.0,2021-06-30,2021-05-31,USD,0.0,Active,Yes,No
COMM-0370,,INV-0124,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC2,130980814.0,2024-12-27,2024-11-20,USD,1571770.0,Active,No,No
COMM-0371,,INV-0067,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC2,278496084.0,2022-12-27,2022-11-28,USD,3341953.0,Active,No,No
COMM-0372,,INV-0134,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,243354206.0,2023-12-27,2023-11-19,USD,2920250.0,Active,No,No
COMM-0373,,INV-0182,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,5466371.0,2020-06-30,2020-06-20,USD,0.0,Active,No,No
COMM-0374,,INV-0161,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,240871484.0,2023-06-30,2023-06-07,USD,0.0,Active,No,No
COMM-0375,,INV-0012,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC2,170322574.0,2022-12-27,2022-11-27,USD,2043871.0,Active,No,No
COMM-0376,,INV-0003,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC2,80053169.0,2023-12-27,2023-12-15,USD,960638.0,Active,No,No
COMM-0377,,INV-0077,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,231274617.0,2022-12-27,2022-12-14,USD,2775295.0,Active,No,No
COMM-0378,,INV-0088,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC1,250452617.0,2021-06-30,2021-06-14,USD,0.0,Active,No,No
COMM-0379,,INV-0087,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC2,240190043.0,2023-12-27,2023-11-27,USD,2882281.0,Active,No,No
COMM-0380,,INV-0124,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC2,268157206.0,2021-12-27,2021-11-30,USD,3217886.0,Active,No,No
COMM-0381,,INV-0119,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,251356192.0,2021-06-30,2021-06-11,USD,0.0,Active,No,No
COMM-0382,,INV-0143,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,66437429.0,2022-06-30,2022-05-30,USD,0.0,Active,No,No
COMM-0383,,INV-0091,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,87735708.0,2023-06-30,2023-06-20,USD,0.0,Active,No,No
COMM-0384,,INV-0097,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,173439584.0,2022-06-30,2022-06-08,USD,0.0,Active,No,No
COMM-0385,,INV-0153,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,213053524.0,2023-12-27,2023-12-07,USD,2556642.0,Active,Yes,No
COMM-0386,,INV-0070,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,151631058.0,2021-06-30,2021-06-13,USD,0.0,Active,No,No
COMM-0387,,INV-0116,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC1,159904624.0,2020-06-30,2020-06-15,USD,0.0,Active,Yes,No
COMM-0388,,INV-0096,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,274439385.0,2021-06-30,2021-06-06,USD,0.0,Active,Yes,No
COMM-0389,,INV-0124,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,61112445.0,2022-06-30,2022-05-22,USD,0.0,Active,No,No
COMM-0390,,INV-0188,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,233782297.0,2022-12-27,2022-12-13,USD,2805388.0,Active,Yes,No
COMM-0391,,INV-0133,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,218748337.0,2021-06-30,2021-06-06,USD,0.0,Active,No,Yes
COMM-0392,,INV-0183,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,6212411.0,2022-06-30,2022-05-22,USD,0.0,Active,Yes,No
COMM-0393,,INV-0176,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC1,103320477.0,2024-06-30,2024-05-23,USD,0.0,Active,Yes,No
COMM-0394,,INV-0027,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,11631677.0,2022-12-27,2022-11-23,USD,139580.0,Active,No,No
COMM-0395,,INV-0164,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,64163876.0,2023-12-27,2023-12-08,USD,769967.0,Active,No,No
COMM-0396,,INV-0137,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC2,202981592.0,2022-12-27,2022-12-09,USD,2435779.0,Active,No,No
COMM-0397,,INV-0041,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,9500732.0,2020-06-30,2020-06-01,USD,0.0,Active,Yes,No
COMM-0398,,INV-0053,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,167062869.0,2022-12-27,2022-12-09,USD,2004754.0,Active,No,No
COMM-0399,,INV-0181,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,55526118.0,2020-06-30,2020-06-11,USD,0.0,Active,No,No
COMM-0400,,INV-0139,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,43371831.0,2023-06-30,2023-06-05,USD,0.0,Active,Yes,No
COMM-0401,,INV-0028,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC1,30405276.0,2021-06-30,2021-06-08,USD,0.0,Active,No,No
COMM-0402,,INV-0181,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,186813025.0,2024-12-27,2024-12-08,USD,2241756.0,Active,No,No
COMM-0403,,INV-0051,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,292236157.0,2022-06-30,2022-05-27,USD,0.0,Active,No,No
COMM-0404,,INV-0146,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,244791050.0,2021-06-30,2021-05-22,USD,0.0,Active,No,Yes
COMM-0405,,INV-0025,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC2,206921003.0,2023-12-27,2023-11-25,USD,2483052.0,Active,No,No
COMM-0406,,INV-0121,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,47397897.0,2023-06-30,2023-05-23,USD,0.0,Active,No,No
COMM-0407,,INV-0094,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,211386313.0,2021-06-30,2021-05-30,USD,0.0,Active,No,No
COMM-0408,,INV-0084,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,13927919.0,2023-12-27,2023-12-02,USD,167135.0,Active,Yes,No
COMM-0409,,INV-0090,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC2,254501047.0,2023-12-27,2023-12-08,USD,3054013.0,Active,No,No
COMM-0410,,INV-0155,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,154845151.0,2024-06-30,2024-06-08,USD,0.0,Active,Yes,No
COMM-0411,,INV-0084,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,238767127.0,2022-06-30,2022-06-03,USD,0.0,Active,No,No
COMM-0412,,INV-0103,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC2,75379711.0,2024-12-27,2024-12-10,USD,904557.0,Active,No,No
COMM-0413,,INV-0124,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC1,105510677.0,2021-06-30,2021-05-25,USD,0.0,Active,No,No
COMM-0414,,INV-0112,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,165635430.0,2024-12-27,2024-12-10,USD,1987625.0,Active,No,Yes
COMM-0415,,INV-0170,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,38725244.0,2023-12-27,2023-11-28,USD,464703.0,Active,No,No
COMM-0416,,INV-0084,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,247496800.0,2022-06-30,2022-06-15,USD,0.0,Active,No,No
COMM-0417,,INV-0104,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,207225061.0,2023-06-30,2023-06-01,USD,0.0,Active,No,No
COMM-0418,,INV-0084,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,31707236.0,2023-06-30,2023-05-25,USD,0.0,Active,No,No
COMM-0419,,INV-0149,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,199960011.0,2021-06-30,2021-06-06,USD,0.0,Active,No,No
COMM-0420,,INV-0100,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,62721653.0,2024-12-27,2024-11-26,USD,752660.0,Active,No,No
COMM-0421,,INV-0077,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,275957979.0,2024-12-27,2024-11-18,USD,3311496.0,Active,No,No
COMM-0422,,INV-0184,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,176904458.0,2022-06-30,2022-06-01,USD,0.0,Active,No,No
COMM-0423,,INV-0033,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,113920754.0,2020-06-30,2020-06-03,USD,0.0,Active,Yes,No
COMM-0424,,INV-0001,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,37361003.0,2022-12-27,2022-12-08,USD,448332.0,Active,Yes,No
COMM-0425,,INV-0061,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,189438220.0,2021-12-27,2021-11-25,USD,2273259.0,Active,No,No
COMM-0426,,INV-0104,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,165810042.0,2021-12-27,2021-11-26,USD,1989721.0,Active,No,No
COMM-0427,,INV-0122,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC1,168849366.0,2021-06-30,2021-05-25,USD,0.0,Active,No,No
COMM-0428,,INV-0107,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC2,299249533.0,2021-12-27,2021-11-26,USD,3590994.0,Active,No,No
COMM-0429,,INV-0035,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC1,196274827.0,2021-06-30,2021-06-16,USD,0.0,Active,No,No
COMM-0430,,INV-0169,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,29975716.0,2021-06-30,2021-05-31,USD,0.0,Active,No,No
COMM-0431,,INV-0117,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,188858302.0,2024-12-27,2024-12-03,USD,2266300.0,Active,No,No
COMM-0432,,INV-0142,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,109815633.0,2023-12-27,2023-12-12,USD,1317788.0,Active,No,No
COMM-0433,,INV-0155,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,254807147.0,2021-12-27,2021-12-10,USD,3057686.0,Active,No,No
COMM-0434,,INV-0106,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,14871253.0,2022-12-27,2022-12-16,USD,178455.0,Active,No,No
COMM-0435,,INV-0181,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,176179291.0,2022-06-30,2022-05-21,USD,0.0,Active,Yes,No
COMM-0436,,INV-0037,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,142156217.0,2022-12-27,2022-12-15,USD,1705875.0,Active,Yes,No
COMM-0437,,INV-0063,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,206801836.0,2023-06-30,2023-06-03,USD,0.0,Active,No,No
COMM-0438,,INV-0157,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,162834812.0,2021-12-27,2021-12-17,USD,1954018.0,Active,No,No
COMM-0439,,INV-0117,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,174319764.0,2022-12-27,2022-12-07,USD,2091837.0,Active,No,No
COMM-0440,,INV-0091,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,54414908.0,2020-12-27,2020-11-25,USD,652979.0,Active,No,No
COMM-0441,,INV-0187,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,23118240.0,2024-12-27,2024-12-02,USD,277419.0,Active,No,No
COMM-0442,,INV-0147,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC2,243624255.0,2021-12-27,2021-11-28,USD,2923491.0,Active,Yes,No
COMM-0443,,INV-0074,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,42412294.0,2023-06-30,2023-06-18,USD,0.0,Active,No,No
COMM-0444,,INV-0065,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,86189049.0,2021-12-27,2021-12-09,USD,1034269.0,Active,Yes,No
COMM-0445,,INV-0190,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,273488789.0,2023-06-30,2023-05-28,USD,0.0,Active,No,No
COMM-0446,,INV-0169,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,243313004.0,2023-12-27,2023-12-09,USD,2919756.0,Active,No,No
COMM-0447,,INV-0125,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,106140159.0,2021-06-30,2021-06-18,USD,0.0,Active,No,Yes
COMM-0448,,INV-0153,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC2,227064583.0,2021-12-27,2021-12-04,USD,2724775.0,Active,No,No
COMM-0449,,INV-0061,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,67202741.0,2023-06-30,2023-05-28,USD,0.0,Active,No,No
COMM-0450,,INV-0014,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,20494343.0,2020-06-30,2020-06-06,USD,0.0,Active,No,No
COMM-0451,,INV-0122,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC2,225114411.0,2020-12-27,2020-11-23,USD,2701373.0,Active,No,No
COMM-0452,,INV-0098,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,82474420.0,2021-12-27,2021-12-01,USD,989693.0,Active,No,No
COMM-0453,,INV-0004,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,117691208.0,2020-12-27,2020-12-07,USD,1412294.0,Active,Yes,No
COMM-0454,,INV-0025,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC2,287074178.0,2022-12-27,2022-12-04,USD,3444890.0,Active,No,No
