transaction_id,transaction_type,transaction_date,settlement_date,from_entity_id,to_entity_id,commitment_id,notice_id,amount_usd,debit_account,credit_account,fund_id,currency,status
TXN-000239,InvestmentInMasterFund,2020-07-21,2020-07-21,FUND-ARA-III-OFF,FUND-ARA-III-MAIN,COMM-0035,CCN-00069,101832000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-III,USD,Posted
TXN-000240,CapitalFromFeeder,2020-07-21,2020-07-21,FUND-ARA-III-OFF,FUND-ARA-III-MAIN,COMM-0035,CCN-00069,101832000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-III,USD,Posted
TXN-000241,CapitalCallReceivable,2023-08-07,2023-08-24,INV-0011,FUND-AIP-III-DOM,COMM-0036,CCN-00071,43641000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-III,USD,Posted
TXN-000242,CashReceipt,2023-08-24,2023-08-24,INV-0011,FUND-AIP-III-DOM,COMM-0036,CCN-00071,43641000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-III,USD,Posted
TXN-000243,InvestmentInMasterFund,2023-08-25,2023-08-25,FUND-AIP-III-DOM,FUND-AIP-III-MAIN,COMM-0036,CCN-00071,43641000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-III,USD,Posted
TXN-000244,CapitalFromFeeder,2023-08-25,2023-08-25,FUND-AIP-III-DOM,FUND-AIP-III-MAIN,COMM-0036,CCN-00071,43641000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-III,USD,Posted
TXN-000245,CapitalCallReceivable,2023-11-24,2023-12-11,INV-0011,FUND-AIP-III-DOM,COMM-0036,CCN-00072,36367500.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-III,USD,Posted
TXN-000246,CashReceipt,2023-12-11,2023-12-11,INV-0011,FUND-AIP-III-DOM,COMM-0036,CCN-00072,36367500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-III,USD,Posted
TXN-000247,InvestmentInMasterFund,2023-12-12,2023-12-12,FUND-AIP-III-DOM,FUND-AIP-III-MAIN,COMM-0036,CCN-00072,36367500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-III,USD,Posted
TXN-000248,CapitalFromFeeder,2023-12-12,2023-12-12,FUND-AIP-III-DOM,FUND-AIP-III-MAIN,COMM-0036,CCN-00072,36367500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-III,USD,Posted
TXN-000249,CapitalCallReceivable,2023-08-08,2023-08-25,INV-0016,FUND-ACO-V-OFF,COMM-0037,CCN-00073,34860000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-V,USD,Posted
TXN-000250,CashReceipt,2023-08-25,2023-08-25,INV-0016,FUND-ACO-V-OFF,COMM-0037,CCN-00073,34860000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-V,USD,Posted
TXN-000251,InvestmentInMasterFund,2023-08-28,2023-08-28,FUND-ACO-V-OFF,FUND-ACO-V-MAIN,COMM-0037,CCN-00073,34860000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-V,USD,Posted
TXN-000252,CapitalFromFeeder,2023-08-28,2023-08-28,FUND-ACO-V-OFF,FUND-ACO-V-MAIN,COMM-0037,CCN-00073,34860000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-V,USD,Posted
TXN-000253,CapitalCallReceivable,2024-01-23,2024-02-09,INV-0016,FUND-ACO-V-OFF,COMM-0037,CCN-00074,29050000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-V,USD,Posted
TXN-000254,CashReceipt,2024-02-09,2024-02-09,INV-0016,FUND-ACO-V-OFF,COMM-0037,CCN-00074,29050000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-V,USD,Posted
TXN-000255,InvestmentInMasterFund,2024-02-12,2024-02-12,FUND-ACO-V-OFF,FUND-ACO-V-MAIN,COMM-0037,CCN-00074,29050000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-V,USD,Posted
TXN-000256,CapitalFromFeeder,2024-02-12,2024-02-12,FUND-ACO-V-OFF,FUND-ACO-V-MAIN,COMM-0037,CCN-00074,29050000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-V,USD,Posted
TXN-000257,CapitalCallReceivable,2020-07-02,2020-07-20,INV-0003,FUND-ARA-III-MAIN,COMM-0038,CCN-00075,147615000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000258,CashReceipt,2020-07-20,2020-07-20,INV-0003,FUND-ARA-III-MAIN,COMM-0038,CCN-00075,147615000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
TXN-000259,CapitalCallReceivable,2020-11-06,2020-11-24,INV-0003,FUND-ARA-III-MAIN,COMM-0038,CCN-00076,123012500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000260,CashReceipt,2020-11-24,2020-11-24,INV-0003,FUND-ARA-III-MAIN,COMM-0038,CCN-00076,123012500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
TXN-000261,CapitalCallReceivable,2020-07-02,2020-07-24,INV-0027,FUND-ARA-III-DOM,COMM-0039,CCN-00077,108174000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000262,CashReceipt,2020-07-24,2020-07-24,INV-0027,FUND-ARA-III-DOM,COMM-0039,CCN-00077,108174000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
TXN-000263,InvestmentInMasterFund,2020-07-27,2020-07-27,FUND-ARA-III-DOM,FUND-ARA-III-MAIN,COMM-0039,CCN-00077,108174000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-III,USD,Posted
TXN-000264,CapitalFromFeeder,2020-07-27,2020-07-27,FUND-ARA-III-DOM,FUND-ARA-III-MAIN,COMM-0039,CCN-00077,108174000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-III,USD,Posted
TXN-000265,CapitalCallReceivable,2020-11-06,2020-11-20,INV-0027,FUND-ARA-III-DOM,COMM-0039,CCN-00078,90145000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000266,CashReceipt,2020-11-20,2020-11-20,INV-0027,FUND-ARA-III-DOM,COMM-0039,CCN-00078,90145000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
TXN-000267,InvestmentInMasterFund,2020-11-23,2020-11-23,FUND-ARA-III-DOM,FUND-ARA-III-MAIN,COMM-0039,CCN-00078,90145000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-III,USD,Posted
TXN-000268,CapitalFromFeeder,2020-11-23,2020-11-23,FUND-ARA-III-DOM,FUND-ARA-III-MAIN,COMM-0039,CCN-00078,90145000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-III,USD,Posted
TXN-000269,CapitalCallReceivable,2023-08-07,2023-08-22,INV-0016,FUND-AIP-III-OFF,COMM-0040,CCN-00079,98925000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-III,USD,Posted
TXN-000270,CashReceipt,2023-08-22,2023-08-22,INV-0016,FUND-AIP-III-OFF,COMM-0040,CCN-00079,98925000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-III,USD,Posted
TXN-000271,InvestmentInMasterFund,2023-08-23,2023-08-23,FUND-AIP-III-OFF,FUND-AIP-III-MAIN,COMM-0040,CCN-00079,98925000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-III,USD,Posted
TXN-000272,CapitalFromFeeder,2023-08-23,2023-08-23,FUND-AIP-III-OFF,FUND-AIP-III-MAIN,COMM-0040,CCN-00079,98925000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-III,USD,Posted
TXN-000273,CapitalCallReceivable,2023-11-24,2023-12-13,INV-0016,FUND-AIP-III-OFF,COMM-0040,CCN-00080,82437500.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-III,USD,Posted
TXN-000274,CashReceipt,2023-12-13,2023-12-13,INV-0016,FUND-AIP-III-OFF,COMM-0040,CCN-00080,82437500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-III,USD,Posted
TXN-000275,InvestmentInMasterFund,2023-12-14,2023-12-14,FUND-AIP-III-OFF,FUND-AIP-III-MAIN,COMM-0040,CCN-00080,82437500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-III,USD,Posted
TXN-000276,CapitalFromFeeder,2023-12-14,2023-12-14,FUND-AIP-III-OFF,FUND-AIP-III-MAIN,COMM-0040,CCN-00080,82437500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-III,USD,Posted
TXN-000277,CapitalCallReceivable,2021-08-08,2021-08-20,INV-0015,FUND-ABF-IX-DOM,COMM-0041,CCN-00081,120909000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-IX,USD,Posted
TXN-000278,CashReceipt,2021-08-20,2021-08-20,INV-0015,FUND-ABF-IX-DOM,COMM-0041,CCN-00081,120909000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-IX,USD,Posted
TXN-000279,InvestmentInMasterFund,2021-08-23,2021-08-23,FUND-ABF-IX-DOM,FUND-ABF-IX-MAIN,COMM-0041,CCN-00081,120909000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-IX,USD,Posted
TXN-000280,CapitalFromFeeder,2021-08-23,2021-08-23,FUND-ABF-IX-DOM,FUND-ABF-IX-MAIN,COMM-0041,CCN-00081,120909000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-IX,USD,Posted
TXN-000281,CapitalCallReceivable,2021-11-28,2021-12-10,INV-0015,FUND-ABF-IX-DOM,COMM-0041,CCN-00082,100757500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-IX,USD,Posted
TXN-000282,CashReceipt,2021-12-10,2021-12-10,INV-0015,FUND-ABF-IX-DOM,COMM-0041,CCN-00082,100757500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-IX,USD,Posted
TXN-000283,InvestmentInMasterFund,2021-12-13,2021-12-13,FUND-ABF-IX-DOM,FUND-ABF-IX-MAIN,COMM-0041,CCN-00082,100757500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-IX,USD,Posted
TXN-000284,CapitalFromFeeder,2021-12-13,2021-12-13,FUND-ABF-IX-DOM,FUND-ABF-IX-MAIN,COMM-0041,CCN-00082,100757500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-IX,USD,Posted
TXN-000285,CapitalCallReceivable,2021-08-08,2021-08-23,INV-0036,FUND-ABF-IX-MAIN,COMM-0042,CCN-00083,137745000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-IX,USD,Posted
TXN-000286,CashReceipt,2021-08-23,2021-08-23,INV-0036,FUND-ABF-IX-MAIN,COMM-0042,CCN-00083,137745000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-IX,USD,Posted
TXN-000287,CapitalCallReceivable,2021-11-28,2021-12-15,INV-0036,FUND-ABF-IX-MAIN,COMM-0042,CCN-00084,114787500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-IX,USD,Posted
TXN-000288,CashReceipt,2021-12-15,2021-12-15,INV-0036,FUND-ABF-IX-MAIN,COMM-0042,CCN-00084,114787500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-IX,USD,Posted
TXN-000289,CapitalCallReceivable,2022-07-15,2022-08-03,INV-0030,FUND-ARA-IV-DOM,COMM-0043,CCN-00085,142581000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000290,CashReceipt,2022-08-03,2022-08-03,INV-0030,FUND-ARA-IV-DOM,COMM-0043,CCN-00085,142581000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000291,InvestmentInMasterFund,2022-08-04,2022-08-04,FUND-ARA-IV-DOM,FUND-ARA-IV-MAIN,COMM-0043,CCN-00085,142581000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-IV,USD,Posted
TXN-000292,CapitalFromFeeder,2022-08-04,2022-08-04,FUND-ARA-IV-DOM,FUND-ARA-IV-MAIN,COMM-0043,CCN-00085,142581000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-IV,USD,Posted
TXN-000293,CapitalCallReceivable,2023-04-17,2023-05-02,INV-0030,FUND-ARA-IV-DOM,COMM-0043,CCN-00086,118817500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000294,CashReceipt,2023-05-02,2023-05-02,INV-0030,FUND-ARA-IV-DOM,COMM-0043,CCN-00086,118817500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000295,InvestmentInMasterFund,2023-05-03,2023-05-03,FUND-ARA-IV-DOM,FUND-ARA-IV-MAIN,COMM-0043,CCN-00086,118817500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-IV,USD,Posted
TXN-000296,CapitalFromFeeder,2023-05-03,2023-05-03,FUND-ARA-IV-DOM,FUND-ARA-IV-MAIN,COMM-0043,CCN-00086,118817500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-IV,USD,Posted
TXN-000297,CapitalCallReceivable,2023-08-26,2023-09-13,INV-0029,FUND-ABF-X-DOM,COMM-0044,CCN-00087,111933000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-X,USD,Posted
TXN-000298,CashReceipt,2023-09-13,2023-09-13,INV-0029,FUND-ABF-X-DOM,COMM-0044,CCN-00087,111933000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-X,USD,Posted
TXN-000299,InvestmentInMasterFund,2023-09-14,2023-09-14,FUND-ABF-X-DOM,FUND-ABF-X-MAIN,COMM-0044,CCN-00087,111933000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-X,USD,Posted
TXN-000300,CapitalFromFeeder,2023-09-14,2023-09-14,FUND-ABF-X-DOM,FUND-ABF-X-MAIN,COMM-0044,CCN-00087,111933000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-X,USD,Posted
TXN-000301,CapitalCallReceivable,2024-03-26,2024-04-11,INV-0029,FUND-ABF-X-DOM,COMM-0044,CCN-00088,93277500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-X,USD,Posted
TXN-000302,CashReceipt,2024-04-11,2024-04-11,INV-0029,FUND-ABF-X-DOM,COMM-0044,CCN-00088,93277500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-X,USD,Posted
TXN-000303,InvestmentInMasterFund,2024-04-12,2024-04-12,FUND-ABF-X-DOM,FUND-ABF-X-MAIN,COMM-0044,CCN-00088,93277500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-X,USD,Posted
TXN-000304,CapitalFromFeeder,2024-04-12,2024-04-12,FUND-ABF-X-DOM,FUND-ABF-X-MAIN,COMM-0044,CCN-00088,93277500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-X,USD,Posted
TXN-000305,CapitalCallReceivable,2021-08-17,2021-09-03,INV-0016,FUND-ACO-IV-OFF,COMM-0045,CCN-00089,115224000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-IV,USD,Posted
TXN-000306,CashReceipt,2021-09-03,2021-09-03,INV-0016,FUND-ACO-IV-OFF,COMM-0045,CCN-00089,115224000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-IV,USD,Posted
TXN-000307,InvestmentInMasterFund,2021-09-06,2021-09-06,FUND-ACO-IV-OFF,FUND-ACO-IV-MAIN,COMM-0045,CCN-00089,115224000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-IV,USD,Posted
TXN-000308,CapitalFromFeeder,2021-09-06,2021-09-06,FUND-ACO-IV-OFF,FUND-ACO-IV-MAIN,COMM-0045,CCN-00089,115224000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-IV,USD,Posted
TXN-000309,CapitalCallReceivable,2022-02-19,2022-03-04,INV-0016,FUND-ACO-IV-OFF,COMM-0045,CCN-00090,96020000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-IV,USD,Posted
TXN-000310,CashReceipt,2022-03-04,2022-03-04,INV-0016,FUND-ACO-IV-OFF,COMM-0045,CCN-00090,96020000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-IV,USD,Posted
TXN-000311,InvestmentInMasterFund,2022-03-07,2022-03-07,FUND-ACO-IV-OFF,FUND-ACO-IV-MAIN,COMM-0045,CCN-00090,96020000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-IV,USD,Posted
TXN-000312,CapitalFromFeeder,2022-03-07,2022-03-07,FUND-ACO-IV-OFF,FUND-ACO-IV-MAIN,COMM-0045,CCN-00090,96020000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-IV,USD,Posted
TXN-000313,CapitalCallReceivable,2021-08-23,2021-09-08,INV-0016,FUND-AIP-II-DOM,COMM-0046,CCN-00091,66822000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-II,USD,Posted
TXN-000314,CashReceipt,2021-09-08,2021-09-08,INV-0016,FUND-AIP-II-DOM,COMM-0046,CCN-00091,66822000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-II,USD,Posted
TXN-000315,InvestmentInMasterFund,2021-09-09,2021-09-09,FUND-AIP-II-DOM,FUND-AIP-II-MAIN,COMM-0046,CCN-00091,66822000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-II,USD,Posted
TXN-000316,CapitalFromFeeder,2021-09-09,2021-09-09,FUND-AIP-II-DOM,FUND-AIP-II-MAIN,COMM-0046,CCN-00091,66822000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-II,USD,Posted
TXN-000317,CapitalCallReceivable,2022-05-01,2022-05-16,INV-0016,FUND-AIP-II-DOM,COMM-0046,CCN-00092,55685000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-II,USD,Posted
TXN-000318,CashReceipt,2022-05-16,2022-05-16,INV-0016,FUND-AIP-II-DOM,COMM-0046,CCN-00092,55685000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-II,USD,Posted
TXN-000319,InvestmentInMasterFund,2022-05-17,2022-05-17,FUND-AIP-II-DOM,FUND-AIP-II-MAIN,COMM-0046,CCN-00092,55685000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-II,USD,Posted
TXN-000320,CapitalFromFeeder,2022-05-17,2022-05-17,FUND-AIP-II-DOM,FUND-AIP-II-MAIN,COMM-0046,CCN-00092,55685000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-II,USD,Posted
TXN-000321,CapitalCallReceivable,2022-07-15,2022-08-01,INV-0018,FUND-ARA-IV-MAIN,COMM-0047,CCN-00093,48978000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000322,CashReceipt,2022-08-01,2022-08-01,INV-0018,FUND-ARA-IV-MAIN,COMM-0047,CCN-00093,48978000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000323,CapitalCallReceivable,2023-04-17,2023-05-01,INV-0018,FUND-ARA-IV-MAIN,COMM-0047,CCN-00094,40815000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000324,CashReceipt,2023-05-01,2023-05-01,INV-0018,FUND-ARA-IV-MAIN,COMM-0047,CCN-00094,40815000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000325,CapitalCallReceivable,2022-07-15,2022-08-01,INV-0010,FUND-ARA-IV-OFF,COMM-0048,CCN-00095,58380000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000326,CashReceipt,2022-08-01,2022-08-01,INV-0010,FUND-ARA-IV-OFF,COMM-0048,CCN-00095,58380000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000327,InvestmentInMasterFund,2022-08-02,2022-08-02,FUND-ARA-IV-OFF,FUND-ARA-IV-MAIN,COMM-0048,CCN-00095,58380000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-IV,USD,Posted
TXN-000328,CapitalFromFeeder,2022-08-02,2022-08-02,FUND-ARA-IV-OFF,FUND-ARA-IV-MAIN,COMM-0048,CCN-00095,58380000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-IV,USD,Posted
TXN-000329,CapitalCallReceivable,2023-04-17,2023-05-02,INV-0010,FUND-ARA-IV-OFF,COMM-0048,CCN-00096,48650000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000330,CashReceipt,2023-05-02,2023-05-02,INV-0010,FUND-ARA-IV-OFF,COMM-0048,CCN-00096,48650000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000331,InvestmentInMasterFund,2023-05-03,2023-05-03,FUND-ARA-IV-OFF,FUND-ARA-IV-MAIN,COMM-0048,CCN-00096,48650000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-IV,USD,Posted
TXN-000332,CapitalFromFeeder,2023-05-03,2023-05-03,FUND-ARA-IV-OFF,FUND-ARA-IV-MAIN,COMM-0048,CCN-00096,48650000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-IV,USD,Posted
TXN-000333,CapitalCallReceivable,2023-08-08,2023-08-23,INV-0027,FUND-ACO-V-DOM,COMM-0049,CCN-00097,50637000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-V,USD,Posted
TXN-000334,CashReceipt,2023-08-23,2023-08-23,INV-0027,FUND-ACO-V-DOM,COMM-0049,CCN-00097,50637000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-V,USD,Posted
TXN-000335,InvestmentInMasterFund,2023-08-24,2023-08-24,FUND-ACO-V-DOM,FUND-ACO-V-MAIN,COMM-0049,CCN-00097,50637000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-V,USD,Posted
TXN-000336,CapitalFromFeeder,2023-08-24,2023-08-24,FUND-ACO-V-DOM,FUND-ACO-V-MAIN,COMM-0049,CCN-00097,50637000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-V,USD,Posted
TXN-000337,CapitalCallReceivable,2024-01-23,2024-02-07,INV-0027,FUND-ACO-V-DOM,COMM-0049,CCN-00098,42197500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-V,USD,Posted
TXN-000338,CashReceipt,2024-02-07,2024-02-07,INV-0027,FUND-ACO-V-DOM,COMM-0049,CCN-00098,42197500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-V,USD,Posted
TXN-000339,InvestmentInMasterFund,2024-02-08,2024-02-08,FUND-ACO-V-DOM,FUND-ACO-V-MAIN,COMM-0049,CCN-00098,42197500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-V,USD,Posted
TXN-000340,CapitalFromFeeder,2024-02-08,2024-02-08,FUND-ACO-V-DOM,FUND-ACO-V-MAIN,COMM-0049,CCN-00098,42197500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-V,USD,Posted
TXN-000341,CapitalCallReceivable,2021-08-08,2021-08-23,INV-0014,FUND-ABF-IX-OFF,COMM-0050,CCN-00099,59337000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-IX,USD,Posted
TXN-000342,CashReceipt,2021-08-23,2021-08-23,INV-0014,FUND-ABF-IX-OFF,COMM-0050,CCN-00099,59337000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-IX,USD,Posted
TXN-000343,InvestmentInMasterFund,2021-08-24,2021-08-24,FUND-ABF-IX-OFF,FUND-ABF-IX-MAIN,COMM-0050,CCN-00099,59337000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-IX,USD,Posted
TXN-000344,CapitalFromFeeder,2021-08-24,2021-08-24,FUND-ABF-IX-OFF,FUND-ABF-IX-MAIN,COMM-0050,CCN-00099,59337000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-IX,USD,Posted
TXN-000345,CapitalCallReceivable,2021-11-28,2021-12-10,INV-0014,FUND-ABF-IX-OFF,COMM-0050,CCN-00100,49447500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-IX,USD,Posted
TXN-000346,CashReceipt,2021-12-10,2021-12-10,INV-0014,FUND-ABF-IX-OFF,COMM-0050,CCN-00100,49447500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-IX,USD,Posted
TXN-000347,InvestmentInMasterFund,2021-12-13,2021-12-13,FUND-ABF-IX-OFF,FUND-ABF-IX-MAIN,COMM-0050,CCN-00100,49447500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-IX,USD,Posted
TXN-000348,CapitalFromFeeder,2021-12-13,2021-12-13,FUND-ABF-IX-OFF,FUND-ABF-IX-MAIN,COMM-0050,CCN-00100,49447500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-IX,USD,Posted
TXN-000349,CapitalCallReceivable,2021-08-23,2021-09-07,INV-0025,FUND-AIP-II-OFF,COMM-0051,CCN-00101,2376000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-II,USD,Posted
TXN-000350,CashReceipt,2021-09-07,2021-09-07,INV-0025,FUND-AIP-II-OFF,COMM-0051,CCN-00101,2376000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-II,USD,Posted
TXN-000351,InvestmentInMasterFund,2021-09-08,2021-09-08,FUND-AIP-II-OFF,FUND-AIP-II-MAIN,COMM-0051,CCN-00101,2376000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-II,USD,Posted
TXN-000352,CapitalFromFeeder,2021-09-08,2021-09-08,FUND-AIP-II-OFF,FUND-AIP-II-MAIN,COMM-0051,CCN-00101,2376000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-II,USD,Posted
TXN-000353,CapitalCallReceivable,2022-05-01,2022-05-16,INV-0025,FUND-AIP-II-OFF,COMM-0051,CCN-00102,1980000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-II,USD,Posted
TXN-000354,CashReceipt,2022-05-16,2022-05-16,INV-0025,FUND-AIP-II-OFF,COMM-0051,CCN-00102,1980000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-II,USD,Posted
TXN-000355,InvestmentInMasterFund,2022-05-17,2022-05-17,FUND-AIP-II-OFF,FUND-AIP-II-MAIN,COMM-0051,CCN-00102,1980000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-II,USD,Posted
TXN-000356,CapitalFromFeeder,2022-05-17,2022-05-17,FUND-AIP-II-OFF,FUND-AIP-II-MAIN,COMM-0051,CCN-00102,1980000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-II,USD,Posted
TXN-000357,CapitalCallReceivable,2019-08-18,2019-08-30,INV-0027,FUND-AGE-I-OFF,COMM-0052,CCN-00103,74001000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AGE-I,USD,Posted
