office_id,broker_id,firm_id,office_name,office_type,address_street,address_city,address_state,address_zip,phone,manager_name,active
73499,SCHW,0000SCH001,211 Main St — Memphis Private Wealth Center,Complex,508 Maple Dr,Memphis,TN,95673,368-821-8113,Lisa Johnson,Y
73993,SII,0000SII001,501 N Broadway — San Antonio Satellite,Regional HQ,3113 Maple Dr,San Antonio,TX,82628,939-947-9849,William Taylor,Y
74169,ICAP,0000ICA001,60 E 42nd St — Las Vegas Regional HQ,Branch,814 Maple Dr,Las Vegas,NV,84943,762-702-3516,Sarah Thomas,Y
74260,LPL,0000LPL001,4707 Executive Dr — New York Complex,Branch,4826 Corporate Dr,New York,NY,91931,814-691-4271,Patricia Smith,Y
74441,CETA,0000CET001,200 N Pacific Coast Hwy — Nashville Regional HQ,Satellite,1343 Commerce Dr,Nashville,TN,25139,515-607-8715,Jessica Wilson,Y
74634,CETA,0000CET001,200 N Pacific Coast Hwy — Philadelphia Private Wealth Center,Complex,3030 Elm St,Philadelphia,PA,59996,578-391-8303,Sarah Wilson,Y
74923,ICAP,0000ICA001,60 E 42nd St — Columbus Complex,Satellite,3707 Oak Ave,Columbus,OH,83956,263-354-2584,Michael Thomas,Y
74930,CNTS,0000CNT001,29 Sawyer Rd — Raleigh Complex,Private Wealth Center,3728 Financial Blvd,Raleigh,NC,17993,596-735-7858,Karen Martin,Y
75031,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Hartford Regional HQ,Complex,4897 Park Ave,Hartford,CT,61747,931-235-9226,Christopher Thompson,Y
75239,VSR,0000VSR001,701 S Boston Ave — Hartford Private Wealth Center,Regional HQ,1971 Commerce Dr,Hartford,CT,32659,371-416-4157,David Johnson,Y
75323,UBS,0000UBS001,1285 Avenue of the Americas — Kansas City Branch,Complex,3309 Corporate Dr,Kansas City,MO,29382,809-464-6238,Michael Williams,Y
75916,CETA,0000CET001,200 N Pacific Coast Hwy — Pittsburgh Private Wealth Center,Complex,9045 Elm St,Pittsburgh,PA,46202,732-669-1202,Nancy Robinson,Y
76249,CNTS,0000CNT001,29 Sawyer Rd — Salt Lake City Complex,Branch,6791 Market St,Salt Lake City,UT,29424,780-802-2641,Patricia Robinson,Y
76543,UBS,0000UBS001,1285 Avenue of the Americas — San Antonio Satellite,Private Wealth Center,5634 Maple Dr,San Antonio,TX,44620,592-870-8955,Christopher Lewis,Y
76910,VSR,0000VSR001,701 S Boston Ave — Indianapolis Branch,Regional HQ,4513 Maple Dr,Indianapolis,IN,28855,833-823-7581,Sarah Jackson,Y
76935,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Orlando Regional HQ,Branch,7786 Oak Ave,Orlando,FL,58816,220-545-5965,Mary Wilson,Y
77466,CNTS,0000CNT001,29 Sawyer Rd — San Jose Branch,Regional HQ,2202 Oak Ave,San Jose,CA,68079,992-528-5414,Susan Lewis,Y
78495,SCHW,0000SCH001,211 Main St — Philadelphia Regional HQ,Complex,3464 Maple Dr,Philadelphia,PA,73499,977-728-7126,Sarah Thompson,Y
78564,NPC,0000NPC001,3200 E Camelback Rd — Austin Branch,Satellite,8304 Maple Dr,Austin,TX,27779,999-736-1474,Lisa Miller,Y
78674,CAIS,0000CAI001,527 Madison Ave — Denver Branch,Regional HQ,542 Commerce Dr,Denver,CO,16626,569-921-4262,William Thomas,Y
78732,CAIS,0000CAI001,527 Madison Ave — Detroit Private Wealth Center,Complex,2030 Corporate Dr,Detroit,MI,14005,447-581-9008,Nancy Harris,Y
78742,CETA,0000CET001,200 N Pacific Coast Hwy — Seattle Complex,Private Wealth Center,9034 Elm St,Seattle,WA,55121,367-464-2480,Mary Smith,Y
78879,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Pittsburgh Branch,Regional HQ,9376 Broadway,Pittsburgh,PA,39012,862-430-4387,William White,Y
79066,MER,0000MER001,One Bryant Park — Sacramento Branch,Branch,7768 Market St,Sacramento,CA,94852,377-815-1138,Jennifer Wilson,Y
79226,SII,0000SII001,501 N Broadway — Memphis Satellite,Satellite,6944 Maple Dr,Memphis,TN,55706,670-458-4575,Thomas Taylor,Y
79397,ICAP,0000ICA001,60 E 42nd St — Salt Lake City Private Wealth Center,Complex,9577 Park Ave,Salt Lake City,UT,10963,723-878-7131,Karen Lewis,Y
79579,FIDO,0000FID001,900 Salem St — Memphis Satellite,Satellite,1772 Commerce Dr,Memphis,TN,18367,544-483-6327,William Wilson,Y
79774,VSR,0000VSR001,701 S Boston Ave — Las Vegas Regional HQ,Regional HQ,8476 Broadway,Las Vegas,NV,17441,814-613-6236,David Smith,Y
79822,UBS,0000UBS001,1285 Avenue of the Americas — San Jose Satellite,Satellite,6858 Maple Dr,San Jose,CA,60891,954-236-4111,Richard Davis,Y
79878,ICAP,0000ICA001,60 E 42nd St — Raleigh Complex,Satellite,8312 Oak Ave,Raleigh,NC,32280,873-771-3967,Mary Brown,Y
80220,LPL,0000LPL001,4707 Executive Dr — Indianapolis Regional HQ,Satellite,9160 Market St,Indianapolis,IN,99091,543-870-2463,Jennifer Thomas,Y
80373,CAIS,0000CAI001,527 Madison Ave — Charlotte Satellite,Complex,5429 Elm St,Charlotte,NC,44152,799-501-8598,Patricia Martin,Y
80575,UBS,0000UBS001,1285 Avenue of the Americas — Houston Private Wealth Center,Private Wealth Center,1167 Commerce Dr,Houston,TX,35499,712-322-7253,Charles Taylor,Y
80697,CAIS,0000CAI001,527 Madison Ave — Cleveland Branch,Regional HQ,2251 Broadway,Cleveland,OH,54914,619-783-8496,David Anderson,Y
81046,NPC,0000NPC001,3200 E Camelback Rd — Seattle Branch,Complex,5450 Corporate Dr,Seattle,WA,33176,520-849-1950,James Harris,Y
81364,ICAP,0000ICA001,60 E 42nd St — Minneapolis Regional HQ,Regional HQ,9442 Market St,Minneapolis,MN,74169,981-998-2442,David Lewis,Y
81496,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Kansas City Complex,Complex,7030 Commerce Dr,Kansas City,MO,60242,204-238-9745,Robert Thomas,Y
81511,VSR,0000VSR001,701 S Boston Ave — New York Satellite,Private Wealth Center,3123 Main St,New York,NY,98702,204-841-5076,Jennifer Thomas,Y
81819,SCHW,0000SCH001,211 Main St — Las Vegas Regional HQ,Branch,6285 Financial Blvd,Las Vegas,NV,87158,513-371-2069,Sarah Taylor,Y
82053,RJ,0000RAJ001,RJ — Portland Complex,Private Wealth Center,9771 Financial Blvd,Portland,OR,54280,644-903-3192,Richard Martin,Y
82089,ICAP,0000ICA001,60 E 42nd St — St Louis Regional HQ,Regional HQ,6610 Main St,St Louis,MO,39939,429-944-3149,Robert Smith,Y
82260,MER,0000MER001,One Bryant Park — Jacksonville Private Wealth Center,Regional HQ,2018 Elm St,Jacksonville,FL,95267,238-584-5190,Karen Lewis,Y
82339,CETA,0000CET001,200 N Pacific Coast Hwy — Houston Private Wealth Center,Branch,1772 Corporate Dr,Houston,TX,12587,249-906-2897,Susan Harris,Y
82358,CNTS,0000CNT001,29 Sawyer Rd — Pittsburgh Branch,Private Wealth Center,4141 Commerce Dr,Pittsburgh,PA,30070,410-911-1152,Mary White,Y
82384,NPC,0000NPC001,3200 E Camelback Rd — San Antonio Private Wealth Center,Satellite,9923 Center St,San Antonio,TX,27978,628-307-9381,Nancy Brown,Y
82487,LPL,0000LPL001,4707 Executive Dr — Portland Branch,Branch,8155 Broadway,Portland,OR,89823,404-996-5308,Charles Miller,Y
82512,LPL,0000LPL001,4707 Executive Dr — St Louis Complex,Satellite,2628 Main St,St Louis,MO,81845,708-412-8875,Richard Davis,Y
82733,MS,0000MOR001,1585 Broadway — New York Branch,Branch,1810 Executive Pkwy,New York,NY,97690,705-352-2475,Charles Williams,Y
82848,FIDO,0000FID001,900 Salem St — San Antonio Satellite,Regional HQ,7484 Oak Ave,San Antonio,TX,44619,675-251-2635,Lisa Johnson,Y
82970,CETA,0000CET001,200 N Pacific Coast Hwy — Portland Satellite,Satellite,6980 Center St,Portland,OR,25191,297-976-1751,James Jones,Y
83024,VSR,0000VSR001,701 S Boston Ave — Austin Satellite,Satellite,7172 Executive Pkwy,Austin,TX,45167,950-295-7105,Richard Garcia,Y
83048,MER,0000MER001,One Bryant Park — San Diego Complex,Complex,7480 Oak Ave,San Diego,CA,60556,906-689-7909,Lisa Brown,Y
83147,MS,0000MOR001,1585 Broadway — Dallas Branch,Regional HQ,1700 Maple Dr,Dallas,TX,87430,694-782-8178,Lisa Lewis,Y
83516,CNTS,0000CNT001,29 Sawyer Rd — Pittsburgh Satellite,Private Wealth Center,473 Corporate Dr,Pittsburgh,PA,27125,694-699-2850,Susan Harris,Y
83526,FIDO,0000FID001,900 Salem St — Chicago Branch,Satellite,5149 Main St,Chicago,IL,98857,737-985-4669,Richard Thompson,Y
83579,CNTS,0000CNT001,29 Sawyer Rd — Salt Lake City Private Wealth Center,Branch,7092 Corporate Dr,Salt Lake City,UT,42581,693-554-7305,David Young,Y
83591,SCHW,0000SCH001,211 Main St — Louisville Branch,Branch,2572 Financial Blvd,Louisville,KY,71510,707-369-2226,Jessica Anderson,Y
83822,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Atlanta Satellite,Satellite,825 Financial Blvd,Atlanta,GA,39190,763-858-7203,Joseph Davis,Y
83874,MS,0000MOR001,1585 Broadway — Philadelphia Complex,Complex,9389 Commerce Dr,Philadelphia,PA,21536,710-657-6178,Patricia Martin,Y
83912,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Los Angeles Branch,Complex,6756 Main St,Los Angeles,CA,83024,762-200-2489,Nancy Lewis,Y
84277,MS,0000MOR001,1585 Broadway — Las Vegas Private Wealth Center,Private Wealth Center,3390 Corporate Dr,Las Vegas,NV,98011,667-549-6953,Sarah Davis,Y
84381,VSR,0000VSR001,701 S Boston Ave — Detroit Satellite,Private Wealth Center,9830 Commerce Dr,Detroit,MI,96136,572-933-8414,Patricia Brown,Y
84572,MS,0000MOR001,1585 Broadway — Charlotte Branch,Satellite,5819 Corporate Dr,Charlotte,NC,48270,760-734-7125,Patricia Johnson,Y
84905,CNTS,0000CNT001,29 Sawyer Rd — Austin Complex,Regional HQ,6705 Park Ave,Austin,TX,43330,825-400-4072,Patricia Jackson,Y
84912,FIDO,0000FID001,900 Salem St — Nashville Complex,Regional HQ,5537 Park Ave,Nashville,TN,64325,247-848-3018,Thomas Harris,Y
84967,SCHW,0000SCH001,211 Main St — Jacksonville Private Wealth Center,Regional HQ,8173 Main St,Jacksonville,FL,79515,953-249-8091,Christopher Martin,Y
85481,SCHW,0000SCH001,211 Main St — Sacramento Regional HQ,Private Wealth Center,2846 Center St,Sacramento,CA,26827,306-596-6273,Charles Jackson,Y
85631,SII,0000SII001,501 N Broadway — Cleveland Private Wealth Center,Regional HQ,4483 Maple Dr,Cleveland,OH,54939,501-663-3185,David White,Y
85684,VSR,0000VSR001,701 S Boston Ave — Memphis Private Wealth Center,Satellite,8976 Elm St,Memphis,TN,82559,847-422-4291,Robert Lewis,Y
85880,MER,0000MER001,One Bryant Park — Portland Satellite,Regional HQ,2914 Financial Blvd,Portland,OR,81105,910-852-6281,Patricia Thomas,Y
86278,RJ,0000RAJ001,RJ — Richmond Complex,Private Wealth Center,9350 Corporate Dr,Richmond,VA,64719,890-965-9747,Mary White,Y
86315,MS,0000MOR001,1585 Broadway — New York Private Wealth Center,Branch,415 Maple Dr,New York,NY,29048,254-886-1927,Robert Wilson,Y
86435,NPC,0000NPC001,3200 E Camelback Rd — Austin Satellite,Satellite,2400 Main St,Austin,TX,48684,408-971-9866,Sarah Thomas,Y
86569,UBS,0000UBS001,1285 Avenue of the Americas — Columbus Branch,Private Wealth Center,9206 Broadway,Columbus,OH,94819,774-598-4892,Charles Taylor,Y
86810,SII,0000SII001,501 N Broadway — Houston Complex,Complex,6826 Corporate Dr,Houston,TX,50980,765-255-1212,William Miller,Y
86888,FIDO,0000FID001,900 Salem St — Louisville Complex,Regional HQ,6026 Executive Pkwy,Louisville,KY,81645,956-817-4218,Robert Taylor,Y
86983,MS,0000MOR001,1585 Broadway — Columbus Regional HQ,Branch,3064 Market St,Columbus,OH,77350,322-586-1665,Susan Wilson,Y
87128,MER,0000MER001,One Bryant Park — Richmond Satellite,Regional HQ,2637 Executive Pkwy,Richmond,VA,43425,205-538-8640,David Johnson,Y
87518,ICAP,0000ICA001,60 E 42nd St — Boston Satellite,Private Wealth Center,834 Corporate Dr,Boston,MA,90689,877-508-9037,Christopher Young,Y
87624,SCHW,0000SCH001,211 Main St — St Louis Branch,Satellite,8609 Broadway,St Louis,MO,34100,733-269-9276,Lisa White,Y
87994,MER,0000MER001,One Bryant Park — Raleigh Private Wealth Center,Complex,1507 Elm St,Raleigh,NC,38992,418-879-6437,Richard Thomas,Y
88222,MS,0000MOR001,1585 Broadway — Portland Regional HQ,Private Wealth Center,8692 Commerce Dr,Portland,OR,83575,970-864-1144,Patricia Thomas,Y
88231,SII,0000SII001,501 N Broadway — Columbus Regional HQ,Private Wealth Center,3995 Main St,Columbus,OH,99463,528-590-2857,Joseph Wilson,Y
88282,CNTS,0000CNT001,29 Sawyer Rd — Raleigh Satellite,Branch,8469 Elm St,Raleigh,NC,77411,720-656-8975,Sarah Taylor,Y
88317,UBS,0000UBS001,1285 Avenue of the Americas — Denver Satellite,Private Wealth Center,1350 Park Ave,Denver,CO,31940,991-750-9736,James Williams,Y
88696,FIDO,0000FID001,900 Salem St — Nashville Regional HQ,Complex,1703 Broadway,Nashville,TN,80484,919-959-8130,Michael Jones,Y
88986,MER,0000MER001,One Bryant Park — Los Angeles Complex,Satellite,621 Park Ave,Los Angeles,CA,19600,255-382-5127,Karen Williams,Y
89076,ICAP,0000ICA001,60 E 42nd St — Hartford Regional HQ,Satellite,6679 Maple Dr,Hartford,CT,69129,845-614-8094,Richard Smith,Y
89310,UBS,0000UBS001,1285 Avenue of the Americas — Pittsburgh Branch,Private Wealth Center,97 Corporate Dr,Pittsburgh,PA,91048,264-974-1745,Michael Thomas,Y
90120,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Sacramento Branch,Satellite,4938 Executive Pkwy,Sacramento,CA,21338,488-983-8170,Joseph Jackson,Y
90173,CNTS,0000CNT001,29 Sawyer Rd — Los Angeles Complex,Regional HQ,8741 Broadway,Los Angeles,CA,27875,964-600-9941,Mary Jones,Y
90589,VSR,0000VSR001,701 S Boston Ave — Las Vegas Satellite,Branch,9069 Financial Blvd,Las Vegas,NV,28530,326-242-1082,Christopher Lewis,Y
90728,MS,0000MOR001,1585 Broadway — Cincinnati Private Wealth Center,Private Wealth Center,1395 Oak Ave,Cincinnati,OH,37532,966-959-6633,Robert White,Y
91016,MER,0000MER001,One Bryant Park — Sacramento Regional HQ,Regional HQ,3015 Broadway,Sacramento,CA,90856,458-398-2877,Lisa Robinson,Y
91351,UBS,0000UBS001,1285 Avenue of the Americas — Houston Private Wealth Center,Complex,9006 Park Ave,Houston,TX,48096,887-268-5107,Patricia Miller,Y
91973,SCHW,0000SCH001,211 Main St — Jacksonville Complex,Satellite,5852 Market St,Jacksonville,FL,97988,871-440-2639,Mary Lewis,Y
92210,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Phoenix Regional HQ,Satellite,7961 Commerce Dr,Phoenix,AZ,53036,831-875-6008,Christopher Jones,Y
92345,CETA,0000CET001,200 N Pacific Coast Hwy — Hartford Private Wealth Center,Satellite,5183 Maple Dr,Hartford,CT,32103,204-520-5033,Jennifer White,Y
92397,VSR,0000VSR001,701 S Boston Ave — Minneapolis Satellite,Regional HQ,5433 Commerce Dr,Minneapolis,MN,70666,656-567-6004,Jessica Young,Y
93202,CETA,0000CET001,200 N Pacific Coast Hwy — San Antonio Regional HQ,Private Wealth Center,1344 Oak Ave,San Antonio,TX,28350,751-401-5312,Michael Williams,Y
93307,FIDO,0000FID001,900 Salem St — Los Angeles Private Wealth Center,Branch,9534 Executive Pkwy,Los Angeles,CA,63101,987-804-4485,Sarah Young,Y
93318,FIDO,0000FID001,900 Salem St — Miami Private Wealth Center,Private Wealth Center,7735 Corporate Dr,Miami,FL,29481,574-601-4658,Christopher Taylor,Y
93579,CNTS,0000CNT001,29 Sawyer Rd — Dallas Complex,Private Wealth Center,8363 Park Ave,Dallas,TX,62007,572-714-1173,Jennifer Lewis,Y
93606,RJ,0000RAJ001,RJ — Austin Private Wealth Center,Regional HQ,7311 Market St,Austin,TX,33480,779-779-3395,Jessica Thomas,Y
93746,CAIS,0000CAI001,527 Madison Ave — Chicago Regional HQ,Complex,3797 Park Ave,Chicago,IL,44649,578-439-1701,Robert Thompson,Y
93769,ICAP,0000ICA001,60 E 42nd St — Baltimore Complex,Complex,7449 Main St,Baltimore,MD,15230,864-531-2691,Charles Wilson,Y
93789,RJ,0000RAJ001,RJ — Miami Private Wealth Center,Private Wealth Center,9342 Market St,Miami,FL,59369,869-587-6985,Christopher Williams,Y
93904,CNTS,0000CNT001,29 Sawyer Rd — Salt Lake City Satellite,Complex,3652 Financial Blvd,Salt Lake City,UT,63194,561-553-8976,Jessica Lewis,Y
93956,CETA,0000CET001,200 N Pacific Coast Hwy — New York Private Wealth Center,Regional HQ,7208 Market St,New York,NY,40145,278-726-5600,Robert Jones,Y
93964,CETA,0000CET001,200 N Pacific Coast Hwy — Seattle Regional HQ,Satellite,9864 Center St,Seattle,WA,25509,876-435-7793,Richard Brown,Y
94092,CNTS,0000CNT001,29 Sawyer Rd — Indianapolis Complex,Complex,3453 Executive Pkwy,Indianapolis,IN,31134,862-620-1367,Jennifer Johnson,Y
94245,MS,0000MOR001,1585 Broadway — Dallas Private Wealth Center,Private Wealth Center,2640 Market St,Dallas,TX,92515,724-240-3406,Sarah Garcia,Y
94252,VSR,0000VSR001,701 S Boston Ave — Miami Regional HQ,Private Wealth Center,6643 Executive Pkwy,Miami,FL,83872,852-219-5644,Michael Miller,Y
94670,NPC,0000NPC001,3200 E Camelback Rd — Columbus Private Wealth Center,Complex,7892 Market St,Columbus,OH,38752,620-815-3338,Christopher Garcia,Y
95029,CNTS,0000CNT001,29 Sawyer Rd — Louisville Private Wealth Center,Satellite,2748 Center St,Louisville,KY,99861,550-664-2127,Jennifer Jackson,Y
95097,UBS,0000UBS001,1285 Avenue of the Americas — Pittsburgh Regional HQ,Branch,272 Broadway,Pittsburgh,PA,78512,716-900-7877,David Lewis,Y
95426,LPL,0000LPL001,4707 Executive Dr — San Antonio Regional HQ,Complex,9828 Main St,San Antonio,TX,79655,715-970-2925,Michael Martin,Y
95660,SII,0000SII001,501 N Broadway — Dallas Private Wealth Center,Private Wealth Center,20 Corporate Dr,Dallas,TX,95096,641-734-7892,Barbara Johnson,Y
95686,ICAP,0000ICA001,60 E 42nd St — Salt Lake City Complex,Regional HQ,7900 Maple Dr,Salt Lake City,UT,55943,803-959-2600,Susan Jones,Y
95979,RJ,0000RAJ001,RJ — Miami Complex,Regional HQ,1374 Oak Ave,Miami,FL,88419,756-618-5223,Robert Smith,Y
96200,RJ,0000RAJ001,RJ — New York Private Wealth Center,Private Wealth Center,1931 Financial Blvd,New York,NY,10942,584-870-4365,Richard White,Y
96413,UBS,0000UBS001,1285 Avenue of the Americas — Baltimore Branch,Regional HQ,6981 Corporate Dr,Baltimore,MD,86725,459-467-9783,Susan Robinson,Y
96533,MS,0000MOR001,1585 Broadway — Baltimore Private Wealth Center,Satellite,6512 Broadway,Baltimore,MD,64162,765-770-8904,Lisa Thomas,Y
96585,UBS,0000UBS001,1285 Avenue of the Americas — Richmond Private Wealth Center,Complex,4158 Oak Ave,Richmond,VA,85713,552-992-7522,David Brown,Y
96947,VSR,0000VSR001,701 S Boston Ave — Charlotte Complex,Regional HQ,1643 Broadway,Charlotte,NC,76629,610-546-1852,Lisa Jackson,Y
97080,LPL,0000LPL001,4707 Executive Dr — New York Branch,Regional HQ,7728 Executive Pkwy,New York,NY,67065,290-265-5310,Jennifer Thomas,Y
97500,LPL,0000LPL001,4707 Executive Dr — Philadelphia Private Wealth Center,Branch,6297 Maple Dr,Philadelphia,PA,90473,871-733-5693,Nancy Johnson,Y
97574,NPC,0000NPC001,3200 E Camelback Rd — Seattle Complex,Complex,176 Broadway,Seattle,WA,96099,730-492-4190,Sarah Lewis,Y
97819,VSR,0000VSR001,701 S Boston Ave — Sacramento Private Wealth Center,Regional HQ,2777 Corporate Dr,Sacramento,CA,14726,568-444-1004,Lisa Williams,Y
97821,MER,0000MER001,One Bryant Park — Minneapolis Complex,Satellite,6475 Maple Dr,Minneapolis,MN,86818,405-730-1251,Michael Williams,Y
98184,CETA,0000CET001,200 N Pacific Coast Hwy — Richmond Satellite,Private Wealth Center,9551 Elm St,Richmond,VA,55544,483-431-4187,Thomas Jackson,Y
98338,VSR,0000VSR001,701 S Boston Ave — Hartford Branch,Satellite,2868 Maple Dr,Hartford,CT,76353,309-772-2185,Charles Taylor,Y
98389,FIDO,0000FID001,900 Salem St — Orlando Branch,Private Wealth Center,4223 Financial Blvd,Orlando,FL,85352,456-910-8254,Joseph Robinson,Y
98705,LPL,0000LPL001,4707 Executive Dr — Indianapolis Regional HQ,Satellite,7518 Corporate Dr,Indianapolis,IN,70387,800-228-8896,Patricia Wilson,Y
99037,FIDO,0000FID001,900 Salem St — Phoenix Complex,Regional HQ,3768 Elm St,Phoenix,AZ,64057,561-728-9776,James Wilson,Y
99065,SII,0000SII001,501 N Broadway — Atlanta Satellite,Branch,6537 Corporate Dr,Atlanta,GA,54825,277-767-3924,Jessica Anderson,Y
99070,NPC,0000NPC001,3200 E Camelback Rd — St Louis Regional HQ,Private Wealth Center,4409 Market St,St Louis,MO,99536,394-710-4271,Jennifer Davis,Y
99091,MER,0000MER001,One Bryant Park — Miami Regional HQ,Regional HQ,3323 Broadway,Miami,FL,91080,564-359-2747,Patricia Williams,Y
99192,MER,0000MER001,One Bryant Park — San Jose Private Wealth Center,Branch,8872 Main St,San Jose,CA,73214,580-835-6167,Jessica Robinson,Y
99687,NPC,0000NPC001,3200 E Camelback Rd — Minneapolis Complex,Regional HQ,8375 Oak Ave,Minneapolis,MN,62150,427-968-3101,Sarah Thompson,Y
99709,UBS,0000UBS001,1285 Avenue of the Americas — Kansas City Complex,Private Wealth Center,534 Financial Blvd,Kansas City,MO,55519,603-902-3863,Thomas Brown,Y
