golden_member_id,golden_team_id,src_a_member_id,src_b_member_id,src_c_member_id
GM0008361,GT0002073,,,
GM0008362,GT0002073,SRA_M0006801,,
GM0008363,GT0002074,SRA_M0006803,SRB_M0005479,
GM0008364,GT0002074,SRA_M0006804,SRB_M0005480,SRC_M0003308
GM0008365,GT0002074,SRA_M0006805,SRB_M0005481,SRC_M0003309
GM0008366,GT0002075,SRA_M0006806,SRB_M0005482,SRC_M0003310
GM0008367,GT0002075,SRA_M0006807,SRB_M0005483,SRC_M0003311
GM0008368,GT0002075,SRA_M0006808,,
GM0008369,GT0002076,SRA_M0006809,,
GM0008370,GT0002076,SRA_M0006810,SRB_M0005484,
GM0008371,GT0002076,SRA_M0006811,SRB_M0005485,
GM0008372,GT0002076,SRA_M0006812,SRB_M0005486,
GM0008373,GT0002077,SRA_M0006813,,SRC_M0003313
GM0008374,GT0002077,SRA_M0006814,SRB_M0005487,SRC_M0003314
GM0008375,GT0002077,SRA_M0006815,SRB_M0005488,SRC_M0003315
GM0008376,GT0002077,SRA_M0006816,SRB_M0005489,SRC_M0003316
GM0008377,GT0002078,SRA_M0006817,SRB_M0005490,
GM0008378,GT0002078,,SRB_M0005491,SRC_M0003317
GM0008379,GT0002078,SRA_M0006818,SRB_M0005492,SRC_M0003318
GM0008380,GT0002078,SRA_M0006819,SRB_M0005493,SRC_M0003319
GM0008381,GT0002078,SRA_M0006820,,SRC_M0003320
GM0008382,GT0002078,,SRB_M0005494,
GM0008383,GT0002079,SRA_M0006821,SRB_M0005495,
GM0008384,GT0002079,SRA_M0006822,,SRC_M0003321
GM0008385,GT0002079,SRA_M0006823,SRB_M0005496,SRC_M0003322
GM0008386,GT0002080,SRA_M0006824,SRB_M0005497,
GM0008387,GT0002080,,SRB_M0005498,
GM0008388,GT0002081,SRA_M0006825,,
GM0008389,GT0002081,SRA_M0006826,,
GM0008390,GT0002081,SRA_M0006827,SRB_M0005499,
GM0008391,GT0002081,,SRB_M0005500,
GM0008392,GT0002082,SRA_M0006828,,SRC_M0003323
GM0008393,GT0002082,SRA_M0006829,,SRC_M0003324
GM0008394,GT0002082,SRA_M0006830,SRB_M0005501,SRC_M0003325
GM0008395,GT0002082,SRA_M0006831,SRB_M0005502,SRC_M0003326
GM0008396,GT0002082,SRA_M0006832,SRB_M0005503,SRC_M0003327
GM0008397,GT0002083,SRA_M0006833,,SRC_M0003328
GM0008398,GT0002083,SRA_M0006834,SRB_M0005504,
GM0008399,GT0002083,SRA_M0006835,SRB_M0005505,SRC_M0003329
GM0008400,GT0002083,,SRB_M0005506,SRC_M0003330
GM0008401,GT0002083,SRA_M0006836,SRB_M0005507,SRC_M0003331
GM0008402,GT0002083,SRA_M0006837,SRB_M0005508,SRC_M0003332
GM0008403,GT0002084,SRA_M0006838,SRB_M0005509,
GM0008404,GT0002084,SRA_M0006839,SRB_M0005510,
GM0008405,GT0002085,SRA_M0006840,SRB_M0005511,SRC_M0003333
GM0008406,GT0002085,SRA_M0006841,SRB_M0005512,SRC_M0003334
GM0008407,GT0002086,SRA_M0006842,SRB_M0005513,
GM0008408,GT0002086,SRA_M0006843,SRB_M0005514,
GM0008409,GT0002086,SRA_M0006844,SRB_M0005515,
GM0008410,GT0002086,SRA_M0006845,SRB_M0005516,
GM0008411,GT0002086,SRA_M0006846,,
GM0008412,GT0002087,,,SRC_M0003335
GM0008413,GT0002087,,,SRC_M0003336
GM0008414,GT0002087,,SRB_M0005517,
GM0008415,GT0002087,,SRB_M0005518,
GM0008416,GT0002087,,SRB_M0005519,
GM0008417,GT0002088,SRA_M0006847,SRB_M0005520,SRC_M0003337
GM0008418,GT0002088,SRA_M0006848,SRB_M0005521,SRC_M0003338
GM0008419,GT0002088,SRA_M0006849,SRB_M0005522,SRC_M0003339
GM0008420,GT0002088,SRA_M0006850,SRB_M0005523,SRC_M0003340
GM0008421,GT0002088,SRA_M0006851,SRB_M0005524,SRC_M0003341
GM0008422,GT0002089,SRA_M0006852,,
GM0008423,GT0002089,SRA_M0006853,SRB_M0005525,
GM0008424,GT0002089,SRA_M0006854,SRB_M0005526,
GM0008425,GT0002089,SRA_M0006855,SRB_M0005527,
GM0008426,GT0002090,SRA_M0006856,,
GM0008427,GT0002090,SRA_M0006857,SRB_M0005528,SRC_M0003342
GM0008428,GT0002090,SRA_M0006858,SRB_M0005529,
GM0008429,GT0002090,SRA_M0006859,,SRC_M0003343
GM0008430,GT0002090,SRA_M0006860,SRB_M0005530,
GM0008431,GT0002090,SRA_M0006861,SRB_M0005531,
GM0008432,GT0002091,SRA_M0006862,,
GM0008433,GT0002091,SRA_M0006863,SRB_M0005532,
GM0008434,GT0002091,,SRB_M0005533,
GM0008435,GT0002092,,SRB_M0005535,SRC_M0003344
GM0008436,GT0002092,,SRB_M0005536,
GM0008437,GT0002092,,SRB_M0005537,
GM0008438,GT0002092,,SRB_M0005538,
GM0008439,GT0002093,SRA_M0006864,SRB_M0005539,
GM0008440,GT0002093,SRA_M0006865,SRB_M0005540,
GM0008441,GT0002093,SRA_M0006866,SRB_M0005541,
GM0008442,GT0002094,SRA_M0006867,,SRC_M0003345
GM0008443,GT0002094,SRA_M0006868,,SRC_M0003346
GM0008444,GT0002094,,,SRC_M0003347
GM0008445,GT0002094,SRA_M0006869,,SRC_M0003348
GM0008446,GT0002094,SRA_M0006870,,SRC_M0003349
GM0008447,GT0002094,SRA_M0006871,,SRC_M0003350
GM0008448,GT0002095,SRA_M0006872,SRB_M0005542,SRC_M0003351
GM0008449,GT0002095,SRA_M0006873,SRB_M0005543,
GM0008450,GT0002096,SRA_M0006874,SRB_M0005544,
GM0008451,GT0002096,SRA_M0006875,SRB_M0005545,
GM0008452,GT0002096,SRA_M0006876,SRB_M0005546,
GM0008453,GT0002096,SRA_M0006877,,
GM0008454,GT0002096,SRA_M0006878,SRB_M0005547,
GM0008455,GT0002097,,SRB_M0005548,
GM0008456,GT0002097,SRA_M0006879,SRB_M0005549,
GM0008457,GT0002097,SRA_M0006880,,
GM0008458,GT0002097,SRA_M0006881,SRB_M0005550,
GM0008459,GT0002097,SRA_M0006882,SRB_M0005551,
GM0008460,GT0002098,SRA_M0006883,SRB_M0005552,
GM0008461,GT0002098,SRA_M0006884,SRB_M0005553,
GM0008462,GT0002099,,,SRC_M0003352
GM0008463,GT0002099,SRA_M0006885,,SRC_M0003353
GM0008464,GT0002100,,SRB_M0005554,SRC_M0003354
GM0008465,GT0002100,SRA_M0006887,SRB_M0005555,SRC_M0003355
GM0008466,GT0002100,SRA_M0006888,SRB_M0005556,
GM0008467,GT0002100,SRA_M0006889,SRB_M0005557,SRC_M0003356
GM0008468,GT0002100,SRA_M0006890,SRB_M0005558,SRC_M0003357
GM0008469,GT0002100,SRA_M0006891,,SRC_M0003358
GM0008470,GT0002101,SRA_M0006893,SRB_M0005559,
GM0008471,GT0002101,SRA_M0006894,SRB_M0005560,
GM0008472,GT0002101,SRA_M0006895,SRB_M0005561,
GM0008473,GT0002101,SRA_M0006896,SRB_M0005562,
GM0008474,GT0002101,SRA_M0006897,SRB_M0005563,
GM0008475,GT0002102,,SRB_M0005564,
GM0008476,GT0002102,SRA_M0006898,SRB_M0005565,
GM0008477,GT0002102,,SRB_M0005566,
GM0008478,GT0002103,SRA_M0006899,,
GM0008479,GT0002103,SRA_M0006900,,
GM0008480,GT0002103,SRA_M0006901,,
GM0008481,GT0002103,SRA_M0006902,,
GM0008482,GT0002104,SRA_M0006903,,
GM0008483,GT0002104,SRA_M0006904,,
GM0008484,GT0002104,SRA_M0006905,,
GM0008485,GT0002105,SRA_M0006906,SRB_M0005567,SRC_M0003359
GM0008486,GT0002105,SRA_M0006907,,SRC_M0003360
GM0008487,GT0002105,SRA_M0006908,,SRC_M0003361
GM0008488,GT0002105,SRA_M0006909,,SRC_M0003362
GM0008489,GT0002105,SRA_M0006910,SRB_M0005568,SRC_M0003363
GM0008490,GT0002106,SRA_M0006911,SRB_M0005570,
GM0008491,GT0002106,SRA_M0006912,SRB_M0005571,SRC_M0003364
GM0008492,GT0002106,SRA_M0006913,SRB_M0005572,SRC_M0003365
GM0008493,GT0002106,SRA_M0006914,SRB_M0005573,SRC_M0003366
GM0008494,GT0002106,SRA_M0006915,SRB_M0005574,SRC_M0003367
GM0008495,GT0002106,SRA_M0006916,SRB_M0005575,SRC_M0003368
GM0008496,GT0002107,SRA_M0006917,SRB_M0005576,SRC_M0003369
GM0008497,GT0002107,SRA_M0006918,SRB_M0005577,SRC_M0003370
GM0008498,GT0002107,SRA_M0006919,SRB_M0005578,SRC_M0003371
GM0008499,GT0002108,,SRB_M0005579,SRC_M0003372
GM0008500,GT0002108,,SRB_M0005580,SRC_M0003373
GM0008501,GT0002108,,SRB_M0005581,SRC_M0003374
GM0008502,GT0002108,,SRB_M0005582,
GM0008503,GT0002108,,SRB_M0005583,SRC_M0003375
GM0008504,GT0002108,,SRB_M0005584,SRC_M0003376
GM0008505,GT0002109,SRA_M0006920,SRB_M0005585,SRC_M0003377
GM0008506,GT0002109,SRA_M0006921,SRB_M0005586,SRC_M0003378
GM0008507,GT0002109,,,
GM0008508,GT0002110,SRA_M0006922,SRB_M0005588,SRC_M0003379
GM0008509,GT0002110,SRA_M0006923,SRB_M0005589,
GM0008510,GT0002110,SRA_M0006924,SRB_M0005590,
GM0008511,GT0002110,SRA_M0006925,SRB_M0005591,
GM0008512,GT0002110,SRA_M0006926,SRB_M0005592,SRC_M0003380
GM0008513,GT0002110,SRA_M0006927,SRB_M0005593,SRC_M0003381
GM0008514,GT0002111,SRA_M0006929,SRB_M0005594,SRC_M0003382
GM0008515,GT0002111,,SRB_M0005595,SRC_M0003383
GM0008516,GT0002111,SRA_M0006930,,SRC_M0003384
GM0008517,GT0002111,SRA_M0006931,SRB_M0005596,SRC_M0003385
GM0008518,GT0002111,SRA_M0006932,SRB_M0005597,SRC_M0003386
GM0008519,GT0002111,,SRB_M0005598,SRC_M0003387
GM0008520,GT0002112,,SRB_M0005599,SRC_M0003388
GM0008521,GT0002112,SRA_M0006933,SRB_M0005600,SRC_M0003389
GM0008522,GT0002112,SRA_M0006934,SRB_M0005601,SRC_M0003390
GM0008523,GT0002112,SRA_M0006935,SRB_M0005602,
GM0008524,GT0002112,SRA_M0006936,SRB_M0005603,SRC_M0003391
GM0008525,GT0002112,SRA_M0006937,SRB_M0005604,SRC_M0003392
GM0008526,GT0002113,SRA_M0006938,SRB_M0005605,
GM0008527,GT0002113,SRA_M0006939,SRB_M0005606,SRC_M0003393
GM0008528,GT0002113,SRA_M0006940,SRB_M0005607,
GM0008529,GT0002113,,SRB_M0005608,SRC_M0003394
GM0008530,GT0002113,SRA_M0006941,SRB_M0005609,SRC_M0003395
GM0008531,GT0002113,SRA_M0006942,SRB_M0005610,SRC_M0003396
GM0008532,GT0002114,SRA_M0006943,SRB_M0005611,
GM0008533,GT0002114,SRA_M0006944,SRB_M0005612,
GM0008534,GT0002114,SRA_M0006945,,
GM0008535,GT0002115,,,
GM0008536,GT0002115,SRA_M0006946,,
GM0008537,GT0002115,,,
GM0008538,GT0002115,SRA_M0006947,,
GM0008539,GT0002115,SRA_M0006948,,
GM0008540,GT0002115,SRA_M0006949,,
GM0008541,GT0002116,SRA_M0006950,SRB_M0005613,
GM0008542,GT0002116,SRA_M0006951,SRB_M0005614,SRC_M0003397
GM0008543,GT0002116,SRA_M0006952,SRB_M0005615,SRC_M0003398
GM0008544,GT0002117,,,
GM0008545,GT0002117,SRA_M0006953,,
GM0008546,GT0002117,SRA_M0006954,,
GM0008547,GT0002117,SRA_M0006955,,
GM0008548,GT0002117,SRA_M0006956,,
GM0008549,GT0002118,SRA_M0006957,SRB_M0005616,SRC_M0003399
GM0008550,GT0002118,SRA_M0006958,,SRC_M0003400
GM0008551,GT0002118,SRA_M0006959,SRB_M0005617,SRC_M0003401
GM0008552,GT0002118,SRA_M0006960,SRB_M0005618,SRC_M0003402
GM0008553,GT0002118,SRA_M0006961,SRB_M0005619,
GM0008554,GT0002118,SRA_M0006962,SRB_M0005620,SRC_M0003403
GM0008555,GT0002119,SRA_M0006963,SRB_M0005621,SRC_M0003404
GM0008556,GT0002119,SRA_M0006964,SRB_M0005622,
GM0008557,GT0002119,SRA_M0006965,SRB_M0005623,SRC_M0003405
GM0008558,GT0002120,SRA_M0006966,,
GM0008559,GT0002120,SRA_M0006967,SRB_M0005624,
GM0008560,GT0002120,SRA_M0006968,,
GM0008561,GT0002121,SRA_M0006969,SRB_M0005625,
GM0008562,GT0002121,SRA_M0006970,SRB_M0005626,
GM0008563,GT0002121,SRA_M0006971,SRB_M0005627,
GM0008564,GT0002122,,,SRC_M0003406
GM0008565,GT0002122,,,SRC_M0003407
GM0008566,GT0002123,SRA_M0006973,SRB_M0005629,
GM0008567,GT0002123,SRA_M0006974,SRB_M0005630,
GM0008568,GT0002124,SRA_M0006975,SRB_M0005631,
GM0008569,GT0002124,SRA_M0006976,,
GM0008570,GT0002124,SRA_M0006977,,
GM0008571,GT0002125,SRA_M0006978,SRB_M0005632,SRC_M0003408
GM0008572,GT0002125,SRA_M0006979,,
GM0008573,GT0002126,SRA_M0006980,,
GM0008574,GT0002126,SRA_M0006981,SRB_M0005633,
GM0008575,GT0002126,SRA_M0006982,SRB_M0005634,
GM0008576,GT0002126,SRA_M0006983,SRB_M0005635,
GM0008577,GT0002127,,SRB_M0005636,SRC_M0003409
GM0008578,GT0002127,,SRB_M0005637,
GM0008579,GT0002127,,SRB_M0005638,
GM0008580,GT0002127,,SRB_M0005639,SRC_M0003410
GM0008581,GT0002128,,SRB_M0005640,SRC_M0003411
GM0008582,GT0002128,SRA_M0006984,SRB_M0005641,SRC_M0003412
GM0008583,GT0002128,SRA_M0006985,SRB_M0005642,SRC_M0003413
GM0008584,GT0002128,,SRB_M0005643,SRC_M0003414
GM0008585,GT0002129,SRA_M0006986,SRB_M0005644,SRC_M0003415
GM0008586,GT0002129,SRA_M0006987,SRB_M0005645,
GM0008587,GT0002129,SRA_M0006988,SRB_M0005646,
GM0008588,GT0002129,SRA_M0006989,SRB_M0005647,
GM0008589,GT0002130,SRA_M0006990,,SRC_M0003417
GM0008590,GT0002130,SRA_M0006991,,SRC_M0003418
GM0008591,GT0002130,SRA_M0006992,,SRC_M0003419
GM0008592,GT0002131,SRA_M0006993,,SRC_M0003420
GM0008593,GT0002131,SRA_M0006994,SRB_M0005648,SRC_M0003421
GM0008594,GT0002132,SRA_M0006996,SRB_M0005649,SRC_M0003422
GM0008595,GT0002132,SRA_M0006997,SRB_M0005650,
GM0008596,GT0002132,SRA_M0006998,SRB_M0005651,
GM0008597,GT0002132,SRA_M0006999,SRB_M0005652,SRC_M0003423
GM0008598,GT0002132,SRA_M0007000,SRB_M0005653,
GM0008599,GT0002133,SRA_M0007001,SRB_M0005654,
GM0008600,GT0002133,SRA_M0007002,,
GM0008601,GT0002133,SRA_M0007003,SRB_M0005655,
GM0008602,GT0002133,SRA_M0007004,SRB_M0005656,
GM0008603,GT0002133,SRA_M0007005,SRB_M0005657,
GM0008604,GT0002134,SRA_M0007006,,
GM0008605,GT0002134,SRA_M0007007,SRB_M0005658,SRC_M0003424
GM0008606,GT0002134,,SRB_M0005659,
GM0008607,GT0002134,SRA_M0007008,,SRC_M0003425
GM0008608,GT0002135,SRA_M0007009,SRB_M0005660,
GM0008609,GT0002135,SRA_M0007010,SRB_M0005661,
GM0008610,GT0002135,SRA_M0007011,SRB_M0005662,
GM0008611,GT0002135,SRA_M0007012,SRB_M0005663,
GM0008612,GT0002136,,,
GM0008613,GT0002136,,SRB_M0005664,
GM0008614,GT0002136,,,
GM0008615,GT0002136,,,
GM0008616,GT0002137,SRA_M0007013,,
GM0008617,GT0002137,SRA_M0007014,,
GM0008618,GT0002138,SRA_M0007015,SRB_M0005665,
GM0008619,GT0002138,SRA_M0007016,SRB_M0005666,
GM0008620,GT0002138,SRA_M0007017,SRB_M0005667,
GM0008621,GT0002138,SRA_M0007018,SRB_M0005668,
GM0008622,GT0002138,SRA_M0007019,SRB_M0005669,
GM0008623,GT0002139,SRA_M0007020,,SRC_M0003426
GM0008624,GT0002139,SRA_M0007021,,SRC_M0003427
GM0008625,GT0002140,SRA_M0007022,,
GM0008626,GT0002140,SRA_M0007023,SRB_M0005670,SRC_M0003428
GM0008627,GT0002140,SRA_M0007024,SRB_M0005671,SRC_M0003429
GM0008628,GT0002140,SRA_M0007025,SRB_M0005672,SRC_M0003430
GM0008629,GT0002140,SRA_M0007026,SRB_M0005673,SRC_M0003431
GM0008630,GT0002140,SRA_M0007027,,
GM0008631,GT0002141,,,
GM0008632,GT0002141,,SRB_M0005674,
GM0008633,GT0002141,,,
GM0008634,GT0002141,,SRB_M0005675,
GM0008635,GT0002141,,,
GM0008636,GT0002141,,,
GM0008637,GT0002142,SRA_M0007028,,
GM0008638,GT0002142,SRA_M0007029,,
GM0008639,GT0002143,SRA_M0007030,SRB_M0005676,SRC_M0003432
GM0008640,GT0002143,SRA_M0007031,SRB_M0005677,SRC_M0003433
GM0008641,GT0002144,SRA_M0007032,SRB_M0005678,
GM0008642,GT0002144,SRA_M0007033,SRB_M0005679,
GM0008643,GT0002144,,SRB_M0005680,
GM0008644,GT0002144,SRA_M0007034,SRB_M0005681,
GM0008645,GT0002144,SRA_M0007035,SRB_M0005682,
GM0008646,GT0002144,SRA_M0007036,SRB_M0005683,
GM0008647,GT0002145,SRA_M0007037,SRB_M0005684,
GM0008648,GT0002145,SRA_M0007038,SRB_M0005685,
GM0008649,GT0002145,SRA_M0007039,,
GM0008650,GT0002145,SRA_M0007040,SRB_M0005686,
GM0008651,GT0002145,SRA_M0007041,SRB_M0005687,
GM0008652,GT0002145,SRA_M0007042,SRB_M0005688,
GM0008653,GT0002146,SRA_M0007044,SRB_M0005689,
GM0008654,GT0002146,SRA_M0007045,,SRC_M0003434
GM0008655,GT0002146,SRA_M0007046,SRB_M0005690,
GM0008656,GT0002147,SRA_M0007047,SRB_M0005691,
GM0008657,GT0002147,SRA_M0007048,SRB_M0005692,
GM0008658,GT0002147,SRA_M0007049,,
GM0008659,GT0002148,SRA_M0007050,,
GM0008660,GT0002148,SRA_M0007051,,
GM0008661,GT0002148,,,
GM0008662,GT0002149,SRA_M0007052,,
GM0008663,GT0002149,SRA_M0007053,,
GM0008664,GT0002149,SRA_M0007054,SRB_M0005694,
GM0008665,GT0002150,,,SRC_M0003435
GM0008666,GT0002150,,SRB_M0005696,SRC_M0003436
GM0008667,GT0002151,SRA_M0007055,,
GM0008668,GT0002151,SRA_M0007056,,
GM0008669,GT0002152,SRA_M0007057,SRB_M0005698,SRC_M0003437
GM0008670,GT0002152,SRA_M0007058,,
GM0008671,GT0002152,SRA_M0007059,SRB_M0005699,SRC_M0003438
GM0008672,GT0002152,,,
GM0008673,GT0002152,,SRB_M0005700,SRC_M0003439
GM0008674,GT0002153,,,
GM0008675,GT0002153,,SRB_M0005701,
GM0008676,GT0002153,SRA_M0007060,SRB_M0005702,
GM0008677,GT0002154,SRA_M0007061,,
GM0008678,GT0002154,SRA_M0007062,,
GM0008679,GT0002154,SRA_M0007063,,
GM0008680,GT0002154,SRA_M0007064,,
GM0008681,GT0002154,SRA_M0007065,,
GM0008682,GT0002155,SRA_M0007066,SRB_M0005703,SRC_M0003440
GM0008683,GT0002155,SRA_M0007067,SRB_M0005704,SRC_M0003441
GM0008684,GT0002155,SRA_M0007068,SRB_M0005705,SRC_M0003442
GM0008685,GT0002156,,,SRC_M0003443
GM0008686,GT0002156,SRA_M0007069,SRB_M0005706,SRC_M0003444
GM0008687,GT0002157,,,
GM0008688,GT0002157,,,
GM0008689,GT0002157,,,
GM0008690,GT0002158,SRA_M0007070,SRB_M0005707,
GM0008691,GT0002158,SRA_M0007071,SRB_M0005708,
GM0008692,GT0002158,SRA_M0007072,,
GM0008693,GT0002159,,,SRC_M0003445
GM0008694,GT0002159,,,
GM0008695,GT0002159,,,SRC_M0003446
GM0008696,GT0002159,,,SRC_M0003447
GM0008697,GT0002159,,,
GM0008698,GT0002160,SRA_M0007073,,
GM0008699,GT0002160,SRA_M0007074,SRB_M0005709,SRC_M0003448
GM0008700,GT0002160,SRA_M0007075,SRB_M0005710,SRC_M0003449
GM0008701,GT0002160,SRA_M0007076,SRB_M0005711,SRC_M0003450
GM0008702,GT0002161,,SRB_M0005712,
GM0008703,GT0002161,,SRB_M0005713,
GM0008704,GT0002161,,,
GM0008705,GT0002161,,SRB_M0005714,
GM0008706,GT0002161,,SRB_M0005715,
GM0008707,GT0002161,,,
GM0008708,GT0002162,SRA_M0007077,,
GM0008709,GT0002162,SRA_M0007078,,
GM0008710,GT0002162,SRA_M0007079,,
GM0008711,GT0002162,SRA_M0007080,,
GM0008712,GT0002163,SRA_M0007081,,SRC_M0003451
GM0008713,GT0002163,SRA_M0007082,,SRC_M0003452
GM0008714,GT0002163,SRA_M0007083,,SRC_M0003453
GM0008715,GT0002163,SRA_M0007084,,SRC_M0003454
GM0008716,GT0002163,SRA_M0007085,,SRC_M0003455
GM0008717,GT0002163,SRA_M0007086,,SRC_M0003456
GM0008718,GT0002164,SRA_M0007087,,
GM0008719,GT0002164,SRA_M0007088,,
GM0008720,GT0002164,SRA_M0007089,,
GM0008721,GT0002164,SRA_M0007090,,
GM0008722,GT0002164,SRA_M0007091,,
GM0008723,GT0002165,SRA_M0007092,,
GM0008724,GT0002165,SRA_M0007093,,
GM0008725,GT0002165,SRA_M0007094,,
GM0008726,GT0002166,SRA_M0007095,SRB_M0005716,SRC_M0003457
GM0008727,GT0002166,,SRB_M0005717,SRC_M0003458
GM0008728,GT0002167,SRA_M0007096,,
GM0008729,GT0002167,SRA_M0007097,,
GM0008730,GT0002167,SRA_M0007098,,
GM0008731,GT0002167,SRA_M0007099,,
GM0008732,GT0002167,SRA_M0007100,,
GM0008733,GT0002167,SRA_M0007101,,
GM0008734,GT0002168,SRA_M0007102,SRB_M0005718,
GM0008735,GT0002168,SRA_M0007103,SRB_M0005719,
GM0008736,GT0002168,SRA_M0007104,,
GM0008737,GT0002169,,SRB_M0005720,SRC_M0003459
GM0008738,GT0002169,,SRB_M0005721,SRC_M0003460
GM0008739,GT0002169,SRA_M0007106,SRB_M0005722,SRC_M0003461
GM0008740,GT0002169,SRA_M0007107,SRB_M0005723,SRC_M0003462
GM0008741,GT0002169,SRA_M0007108,SRB_M0005724,SRC_M0003463
GM0008742,GT0002169,SRA_M0007109,,SRC_M0003464
GM0008743,GT0002170,,,SRC_M0003465
GM0008744,GT0002170,SRA_M0007110,,
GM0008745,GT0002171,SRA_M0007111,,
GM0008746,GT0002171,SRA_M0007112,,SRC_M0003466
GM0008747,GT0002172,SRA_M0007113,SRB_M0005725,
GM0008748,GT0002172,SRA_M0007114,SRB_M0005726,
GM0008749,GT0002172,SRA_M0007115,SRB_M0005727,
GM0008750,GT0002172,SRA_M0007116,SRB_M0005728,
GM0008751,GT0002173,,SRB_M0005729,SRC_M0003467
GM0008752,GT0002173,SRA_M0007117,SRB_M0005730,
GM0008753,GT0002173,SRA_M0007118,SRB_M0005731,SRC_M0003468
GM0008754,GT0002173,SRA_M0007119,SRB_M0005732,SRC_M0003469
GM0008755,GT0002173,SRA_M0007120,SRB_M0005733,SRC_M0003470
GM0008756,GT0002173,SRA_M0007121,SRB_M0005734,SRC_M0003471
GM0008757,GT0002174,SRA_M0007122,,SRC_M0003473
GM0008758,GT0002174,,,
GM0008759,GT0002174,,,SRC_M0003474
GM0008760,GT0002175,SRA_M0007123,SRB_M0005735,
GM0008761,GT0002175,SRA_M0007124,SRB_M0005736,
GM0008762,GT0002175,SRA_M0007125,SRB_M0005737,
GM0008763,GT0002175,SRA_M0007126,SRB_M0005738,
GM0008764,GT0002176,,,SRC_M0003475
GM0008765,GT0002176,,,SRC_M0003476
GM0008766,GT0002176,,,SRC_M0003477
GM0008767,GT0002176,,,SRC_M0003478
GM0008768,GT0002176,,,SRC_M0003479
GM0008769,GT0002177,SRA_M0007127,,SRC_M0003480
GM0008770,GT0002177,SRA_M0007128,,SRC_M0003481
GM0008771,GT0002177,,,SRC_M0003482
GM0008772,GT0002177,SRA_M0007129,,SRC_M0003483
GM0008773,GT0002177,,,SRC_M0003484
GM0008774,GT0002178,SRA_M0007130,SRB_M0005739,SRC_M0003485
GM0008775,GT0002178,SRA_M0007131,SRB_M0005740,SRC_M0003486
GM0008776,GT0002179,SRA_M0007132,,
GM0008777,GT0002179,SRA_M0007133,,
GM0008778,GT0002179,SRA_M0007134,,
GM0008779,GT0002179,SRA_M0007135,,
GM0008780,GT0002179,SRA_M0007136,,
GM0008781,GT0002179,SRA_M0007137,,
GM0008782,GT0002180,SRA_M0007138,SRB_M0005741,SRC_M0003487
GM0008783,GT0002180,SRA_M0007139,SRB_M0005742,SRC_M0003488
GM0008784,GT0002180,,SRB_M0005743,SRC_M0003489
GM0008785,GT0002180,SRA_M0007140,SRB_M0005744,
GM0008786,GT0002180,SRA_M0007141,,SRC_M0003490
GM0008787,GT0002180,SRA_M0007142,SRB_M0005745,SRC_M0003491
GM0008788,GT0002181,SRA_M0007143,SRB_M0005746,
GM0008789,GT0002181,SRA_M0007144,SRB_M0005747,
GM0008790,GT0002181,,SRB_M0005748,
GM0008791,GT0002181,SRA_M0007145,,
GM0008792,GT0002181,SRA_M0007146,SRB_M0005749,
GM0008793,GT0002181,SRA_M0007147,SRB_M0005750,
GM0008794,GT0002182,SRA_M0007148,,SRC_M0003492
GM0008795,GT0002182,SRA_M0007149,,
GM0008796,GT0002182,SRA_M0007150,,SRC_M0003493
GM0008797,GT0002182,SRA_M0007151,,SRC_M0003494
GM0008798,GT0002183,SRA_M0007152,SRB_M0005751,
GM0008799,GT0002183,SRA_M0007153,,SRC_M0003495
GM0008800,GT0002183,SRA_M0007154,,SRC_M0003496
GM0008801,GT0002183,,SRB_M0005752,SRC_M0003497
GM0008802,GT0002183,SRA_M0007155,SRB_M0005753,SRC_M0003498
GM0008803,GT0002184,,SRB_M0005754,
GM0008804,GT0002184,,SRB_M0005755,SRC_M0003499
GM0008805,GT0002185,,SRB_M0005756,
GM0008806,GT0002185,,,
GM0008807,GT0002185,,,
GM0008808,GT0002185,SRA_M0007156,SRB_M0005757,
GM0008809,GT0002185,SRA_M0007157,SRB_M0005758,
GM0008810,GT0002185,SRA_M0007158,SRB_M0005759,
GM0008811,GT0002186,SRA_M0007159,,
GM0008812,GT0002186,SRA_M0007160,SRB_M0005760,
GM0008813,GT0002186,SRA_M0007161,SRB_M0005761,
GM0008814,GT0002186,SRA_M0007162,,
GM0008815,GT0002186,SRA_M0007163,SRB_M0005762,
GM0008816,GT0002186,SRA_M0007164,SRB_M0005763,
GM0008817,GT0002187,SRA_M0007165,SRB_M0005764,
GM0008818,GT0002187,SRA_M0007166,SRB_M0005765,
GM0008819,GT0002187,,SRB_M0005766,
GM0008820,GT0002187,SRA_M0007167,SRB_M0005767,
GM0008821,GT0002187,SRA_M0007168,SRB_M0005768,
GM0008822,GT0002187,SRA_M0007169,SRB_M0005769,
GM0008823,GT0002188,SRA_M0007170,SRB_M0005770,
GM0008824,GT0002188,SRA_M0007171,SRB_M0005771,
GM0008825,GT0002188,SRA_M0007172,SRB_M0005772,
GM0008826,GT0002188,SRA_M0007173,SRB_M0005773,
GM0008827,GT0002189,SRA_M0007174,SRB_M0005775,SRC_M0003500
GM0008828,GT0002189,SRA_M0007175,SRB_M0005776,SRC_M0003501
GM0008829,GT0002189,SRA_M0007176,SRB_M0005777,SRC_M0003502
GM0008830,GT0002189,SRA_M0007177,,SRC_M0003503
GM0008831,GT0002189,SRA_M0007178,SRB_M0005778,SRC_M0003504
GM0008832,GT0002189,SRA_M0007179,SRB_M0005779,SRC_M0003505
